output_area,All household spaces,Occupied household spaces,Unoccupied household spaces,Unoccupied household spaces: Second residence/holiday accommodation,Unoccupied household spaces: Vacant
S00111831,58,50,8,7,1
S00111832,61,60,1,1,0
S00111833,51,51,0,0,0
S00111834,24,24,0,0,0
S00111835,69,69,0,0,0
S00111836,71,69,2,1,1
S00111837,63,60,3,2,1
S00111838,66,64,2,0,2
S00111839,38,38,0,0,0
S00111840,38,38,0,0,0
S00111841,77,74,3,0,3
S00111842,62,58,4,3,1
S00111843,45,44,1,0,1
S00111844,59,53,6,1,5
S00111845,50,42,8,4,4
S00111846,51,47,4,1,3
S00111847,41,39,2,0,2
S00111848,72,72,0,0,0
S00111849,49,49,0,0,0
S00111850,32,31,1,0,1
S00111851,54,50,4,1,3
S00111852,53,50,3,0,3
S00111853,32,31,1,0,1
S00111854,34,31,3,0,3
S00111855,65,64,1,0,1
S00111856,39,33,6,2,4
S00111857,44,35,9,5,4
S00111858,43,42,1,0,1
S00111859,24,24,0,0,0
S00111860,59,58,1,0,1
S00111861,55,50,5,1,4
S00111862,54,47,7,1,6
S00111863,42,41,1,1,0
S00111864,60,48,12,0,12
S00111865,48,48,0,0,0
S00111866,89,88,1,0,1
S00111867,30,30,0,0,0
S00111868,51,50,1,1,0
S00111869,28,27,1,1,0
S00111870,94,90,4,0,4
S00111871,38,37,1,0,1
S00111872,56,56,0,0,0
S00111873,72,71,1,0,1
S00111874,29,29,0,0,0
S00111875,29,29,0,0,0
S00111876,79,72,7,6,1
S00111877,38,36,2,0,2
S00111878,52,45,7,6,1
S00111879,74,74,0,0,0
S00111880,38,37,1,1,0
S00111881,66,63,3,3,0
S00111882,47,47,0,0,0
S00111883,52,52,0,0,0
S00111884,46,45,1,1,0
S00111885,44,44,0,0,0
S00111886,50,46,4,1,3
S00111887,64,59,5,1,4
S00111888,73,70,3,0,3
S00111889,60,55,5,0,5
S00111890,44,44,0,0,0
S00111891,53,49,4,0,4
S00111892,72,71,1,1,0
S00111893,41,38,3,0,3
S00111894,66,63,3,1,2
S00111895,61,54,7,7,0
S00111896,41,37,4,3,1
S00111897,36,33,3,0,3
S00111898,49,47,2,2,0
S00111899,62,61,1,0,1
S00111900,37,36,1,0,1
S00111901,26,25,1,0,1
S00111902,67,66,1,0,1
S00111903,35,32,3,0,3
S00111904,65,64,1,0,1
S00111905,38,37,1,1,0
S00111906,70,69,1,0,1
S00111907,39,39,0,0,0
S00111908,60,59,1,1,0
S00111909,28,27,1,0,1
S00111910,66,66,0,0,0
S00111911,51,51,0,0,0
S00111912,47,47,0,0,0
S00111913,33,32,1,0,1
S00111914,73,72,1,0,1
S00111915,39,38,1,0,1
S00111916,55,55,0,0,0
S00111917,30,29,1,0,1
S00111918,79,78,1,0,1
S00111919,82,82,0,0,0
S00111920,40,39,1,0,1
S00111921,37,36,1,1,0
S00111922,26,25,1,0,1
S00111923,61,60,1,0,1
S00111924,30,30,0,0,0
S00111925,34,32,2,0,2
S00111926,51,51,0,0,0
S00111927,62,62,0,0,0
S00111928,60,60,0,0,0
S00111929,29,29,0,0,0
S00111930,32,31,1,0,1
S00111931,56,56,0,0,0
S00111932,41,34,7,1,6
S00111933,70,64,6,3,3
S00111934,36,35,1,0,1
S00111935,55,55,0,0,0
S00111936,48,48,0,0,0
S00111937,60,59,1,1,0
S00111938,32,32,0,0,0
S00111939,46,42,4,2,2
S00111940,42,42,0,0,0
S00111941,40,40,0,0,0
S00111942,90,81,9,0,9
S00111943,47,45,2,0,2
S00111944,60,56,4,3,1
S00111945,59,59,0,0,0
S00111946,51,47,4,0,4
S00111947,77,72,5,0,5
S00111948,55,55,0,0,0
S00111949,48,44,4,0,4
S00111950,54,52,2,0,2
S00111951,44,42,2,0,2
S00111952,38,37,1,0,1
S00111953,32,30,2,1,1
S00111954,59,57,2,0,2
S00111955,48,45,3,0,3
S00111956,36,36,0,0,0
S00111957,57,56,1,0,1
S00111958,58,38,20,19,1
S00111959,34,33,1,0,1
S00111960,78,75,3,0,3
S00111961,58,55,3,0,3
S00111962,31,29,2,1,1
S00111963,60,60,0,0,0
S00111964,60,56,4,3,1
S00111965,38,34,4,2,2
S00111966,80,78,2,0,2
S00111967,88,86,2,0,2
S00111968,67,62,5,2,3
S00111969,53,50,3,0,3
S00111970,65,62,3,3,0
S00111971,50,46,4,4,0
S00111972,59,57,2,0,2
S00111973,60,60,0,0,0
S00111974,47,46,1,1,0
S00111975,44,44,0,0,0
S00111976,60,59,1,0,1
S00111977,39,39,0,0,0
S00111978,55,54,1,0,1
S00111979,33,33,0,0,0
S00111980,47,46,1,0,1
S00111981,60,59,1,0,1
S00111982,65,64,1,0,1
S00111983,60,60,0,0,0
S00111984,24,24,0,0,0
S00111985,65,65,0,0,0
S00111986,34,34,0,0,0
S00111987,55,54,1,0,1
S00111988,70,70,0,0,0
S00111989,54,54,0,0,0
S00111990,38,38,0,0,0
S00111991,71,70,1,0,1
S00111992,42,42,0,0,0
S00111993,27,27,0,0,0
S00111994,32,31,1,1,0
S00111995,59,59,0,0,0
S00111996,53,53,0,0,0
S00111997,59,59,0,0,0
S00111998,51,49,2,0,2
S00111999,74,74,0,0,0
S00112000,31,30,1,0,1
S00112001,75,74,1,0,1
S00112002,78,77,1,0,1
S00112003,44,43,1,0,1
S00112004,47,47,0,0,0
S00112005,40,40,0,0,0
S00112006,40,37,3,0,3
S00112007,46,46,0,0,0
S00112008,61,58,3,0,3
S00112009,45,45,0,0,0
S00112010,42,40,2,0,2
S00112011,46,46,0,0,0
S00112012,62,61,1,0,1
S00112013,41,40,1,0,1
S00112014,67,60,7,1,6
S00112015,40,40,0,0,0
S00112016,66,63,3,1,2
S00112017,36,36,0,0,0
S00112018,88,81,7,2,5
S00112019,36,35,1,0,1
S00112020,46,46,0,0,0
S00112021,46,45,1,0,1
S00112022,43,41,2,0,2
S00112023,39,38,1,0,1
S00112024,40,40,0,0,0
S00112025,54,50,4,0,4
S00112026,78,60,18,15,3
S00112027,30,28,2,1,1
S00112028,48,43,5,2,3
S00112029,57,54,3,2,1
S00112030,31,31,0,0,0
S00112031,53,50,3,3,0
S00112032,44,42,2,1,1
S00112033,38,36,2,2,0
S00112034,60,49,11,7,4
S00112035,54,40,14,11,3
S00112036,63,52,11,4,7
S00112037,66,55,11,10,1
S00112038,60,57,3,3,0
S00112039,58,54,4,3,1
S00112040,60,53,7,7,0
S00112041,53,47,6,4,2
S00112042,37,36,1,0,1
S00112043,57,56,1,0,1
S00112044,38,36,2,1,1
S00112045,54,51,3,0,3
S00112046,43,43,0,0,0
S00112047,57,56,1,1,0
S00112048,71,68,3,0,3
S00112049,56,53,3,0,3
S00112050,52,49,3,0,3
S00112051,36,36,0,0,0
S00112052,45,45,0,0,0
S00112053,59,56,3,0,3
S00112054,88,86,2,0,2
S00112055,33,32,1,0,1
S00112056,48,46,2,0,2
S00112057,46,45,1,1,0
S00112058,42,42,0,0,0
S00112059,59,57,2,2,0
S00112060,34,31,3,1,2
S00112061,78,74,4,1,3
S00112062,31,31,0,0,0
S00112063,28,27,1,0,1
S00112064,62,61,1,0,1
S00112065,74,62,12,2,10
S00112066,31,31,0,0,0
S00112067,34,32,2,0,2
S00112068,51,51,0,0,0
S00112069,52,50,2,0,2
S00112070,49,49,0,0,0
S00112071,33,33,0,0,0
S00112072,67,66,1,0,1
S00112073,33,33,0,0,0
S00112074,55,54,1,0,1
S00112075,85,84,1,0,1
S00112076,36,35,1,0,1
S00112077,40,39,1,0,1
S00112078,43,41,2,1,1
S00112079,45,42,3,0,3
S00112080,32,32,0,0,0
S00112081,56,54,2,1,1
S00112082,48,47,1,0,1
S00112083,41,39,2,2,0
S00112084,56,55,1,0,1
S00112085,28,27,1,0,1
S00112086,77,77,0,0,0
S00112087,37,36,1,1,0
S00112088,46,44,2,2,0
S00112089,51,50,1,1,0
S00112090,48,42,6,3,3
S00112091,35,32,3,2,1
S00112092,61,57,4,2,2
S00112093,51,41,10,9,1
S00112094,24,22,2,1,1
S00112095,44,40,4,2,2
S00112096,57,56,1,0,1
S00112097,42,38,4,3,1
S00112098,47,42,5,5,0
S00112099,78,70,8,4,4
S00112100,60,57,3,1,2
S00112101,53,48,5,0,5
S00112102,49,47,2,0,2
S00112103,37,35,2,1,1
S00112104,73,72,1,0,1
S00112105,49,48,1,1,0
S00112106,41,41,0,0,0
S00112107,48,46,2,1,1
S00112108,52,49,3,1,2
S00112109,41,40,1,0,1
S00112110,46,41,5,0,5
S00112111,37,35,2,1,1
S00112112,61,60,1,0,1
S00112113,80,69,11,8,3
S00112114,54,53,1,1,0
S00112115,46,42,4,2,2
S00112116,50,47,3,0,3
S00112117,86,79,7,4,3
S00112118,32,32,0,0,0
S00112119,40,39,1,1,0
S00112120,59,59,0,0,0
S00112121,74,72,2,0,2
S00112122,51,47,4,4,0
S00112123,53,52,1,0,1
S00112124,51,51,0,0,0
S00112125,34,33,1,0,1
S00112126,71,71,0,0,0
S00112127,78,78,0,0,0
S00112128,67,66,1,0,1
S00112129,71,70,1,0,1
S00112130,54,52,2,0,2
S00112131,30,30,0,0,0
S00112132,67,67,0,0,0
S00112133,41,41,0,0,0
S00112134,47,47,0,0,0
S00112135,44,44,0,0,0
S00112136,32,31,1,0,1
S00112137,71,71,0,0,0
S00112138,57,57,0,0,0
S00112139,29,28,1,0,1
S00112140,64,64,0,0,0
S00112141,49,49,0,0,0
S00112142,52,51,1,0,1
S00112143,61,61,0,0,0
S00112144,70,70,0,0,0
S00112145,61,61,0,0,0
S00112146,68,68,0,0,0
S00112147,60,59,1,0,1
S00112148,43,41,2,1,1
S00112149,40,39,1,0,1
S00112150,47,46,1,0,1
S00112151,27,25,2,0,2
S00112152,68,68,0,0,0
S00112153,72,67,5,0,5
S00112154,22,22,0,0,0
S00112155,94,74,20,2,18
S00112156,50,47,3,0,3
S00112157,46,46,0,0,0
S00112158,79,75,4,0,4
S00112159,62,58,4,1,3
S00112160,64,56,8,4,4
S00112161,68,65,3,2,1
S00112162,48,46,2,0,2
S00112163,71,65,6,3,3
S00112164,73,66,7,3,4
S00112165,55,55,0,0,0
S00112166,50,47,3,1,2
S00112167,52,48,4,0,4
S00112168,62,62,0,0,0
S00112169,71,71,0,0,0
S00112170,74,70,4,0,4
S00112171,88,85,3,2,1
S00112172,64,63,1,0,1
S00112173,64,64,0,0,0
S00112174,65,65,0,0,0
S00112175,83,77,6,3,3
S00112176,61,61,0,0,0
S00112177,40,38,2,1,1
S00112178,46,37,9,4,5
S00112179,46,46,0,0,0
S00112180,78,78,0,0,0
S00112181,43,43,0,0,0
S00112182,69,68,1,0,1
S00112183,88,88,0,0,0
S00112184,64,62,2,0,2
S00112185,56,55,1,0,1
S00112186,54,53,1,0,1
S00112187,46,43,3,0,3
S00112188,71,52,19,11,8
S00112189,71,66,5,1,4
S00112190,74,71,3,2,1
S00112191,80,72,8,0,8
S00112192,69,69,0,0,0
S00112193,66,65,1,0,1
S00112194,56,54,2,0,2
S00112195,44,40,4,0,4
S00112196,48,48,0,0,0
S00112197,40,40,0,0,0
S00112198,61,52,9,0,9
S00112199,78,75,3,0,3
S00112200,71,58,13,0,13
S00112201,71,71,0,0,0
S00112202,49,49,0,0,0
S00112203,71,69,2,0,2
S00112204,65,63,2,0,2
S00112205,45,45,0,0,0
S00112206,42,38,4,0,4
S00112207,41,40,1,1,0
S00112208,60,55,5,1,4
S00112209,39,39,0,0,0
S00112210,46,46,0,0,0
S00112211,56,50,6,0,6
S00112212,73,71,2,0,2
S00112213,68,67,1,0,1
S00112214,49,47,2,0,2
S00112215,46,45,1,0,1
S00112216,43,43,0,0,0
S00112217,44,42,2,1,1
S00112218,41,41,0,0,0
S00112219,49,49,0,0,0
S00112220,52,49,3,1,2
S00112221,47,46,1,0,1
S00112222,26,25,1,1,0
S00112223,54,54,0,0,0
S00112224,74,73,1,0,1
S00112225,82,68,14,0,14
S00112226,64,61,3,2,1
S00112227,71,57,14,0,14
S00112228,39,39,0,0,0
S00112229,48,47,1,0,1
S00112230,35,34,1,0,1
S00112231,59,58,1,1,0
S00112232,44,44,0,0,0
S00112233,34,34,0,0,0
S00112234,57,56,1,0,1
S00112235,45,44,1,0,1
S00112236,34,34,0,0,0
S00112237,52,52,0,0,0
S00112238,37,37,0,0,0
S00112239,51,41,10,1,9
S00112240,53,51,2,0,2
S00112241,48,42,6,0,6
S00112242,62,60,2,1,1
S00112243,72,72,0,0,0
S00112244,80,79,1,1,0
S00112245,73,72,1,0,1
S00112246,56,53,3,1,2
S00112247,96,96,0,0,0
S00112248,62,62,0,0,0
S00112249,41,41,0,0,0
S00112250,45,44,1,0,1
S00112251,37,37,0,0,0
S00112252,49,49,0,0,0
S00112253,67,66,1,0,1
S00112254,89,89,0,0,0
S00112255,44,44,0,0,0
S00112256,66,66,0,0,0
S00112257,51,45,6,0,6
S00112258,73,72,1,1,0
S00112259,44,44,0,0,0
S00112260,48,47,1,0,1
S00112261,60,55,5,0,5
S00112262,33,33,0,0,0
S00112263,63,48,15,0,15
S00112264,55,39,16,0,16
S00112265,70,51,19,0,19
S00112266,49,48,1,0,1
S00112267,49,47,2,0,2
S00112268,62,59,3,0,3
S00112269,56,54,2,0,2
S00112270,84,84,0,0,0
S00112271,88,88,0,0,0
S00112272,93,92,1,1,0
S00112273,105,101,4,4,0
S00112274,88,84,4,0,4
S00112275,119,40,79,0,79
S00112276,51,51,0,0,0
S00112277,29,29,0,0,0
S00112278,59,55,4,0,4
S00112279,78,78,0,0,0
S00112280,57,56,1,0,1
S00112281,34,34,0,0,0
S00112282,52,51,1,0,1
S00112283,38,37,1,0,1
S00112284,51,50,1,0,1
S00112285,52,52,0,0,0
S00112286,66,63,3,0,3
S00112287,39,39,0,0,0
S00112288,40,39,1,0,1
S00112289,56,56,0,0,0
S00112290,52,52,0,0,0
S00112291,45,43,2,0,2
S00112292,63,60,3,0,3
S00112293,64,63,1,0,1
S00112294,39,39,0,0,0
S00112295,52,51,1,0,1
S00112296,50,49,1,0,1
S00112297,43,41,2,0,2
S00112298,57,53,4,0,4
S00112299,75,75,0,0,0
S00112300,54,53,1,0,1
S00112301,55,54,1,1,0
S00112302,63,63,0,0,0
S00112303,57,56,1,1,0
S00112304,85,83,2,0,2
S00112305,61,61,0,0,0
S00112306,80,78,2,0,2
S00112307,26,26,0,0,0
S00112308,48,46,2,0,2
S00112309,41,41,0,0,0
S00112310,87,87,0,0,0
S00112311,53,52,1,0,1
S00112312,49,49,0,0,0
S00112313,51,51,0,0,0
S00112314,79,79,0,0,0
S00112315,35,35,0,0,0
S00112316,53,53,0,0,0
S00112317,53,53,0,0,0
S00112318,84,84,0,0,0
S00112319,51,51,0,0,0
S00112320,51,51,0,0,0
S00112321,49,49,0,0,0
S00112322,72,72,0,0,0
S00112323,71,71,0,0,0
S00112324,83,83,0,0,0
S00112325,65,65,0,0,0
S00112326,49,48,1,0,1
S00112327,65,65,0,0,0
S00112328,64,59,5,0,5
S00112329,64,59,5,1,4
S00112330,55,55,0,0,0
S00112331,75,73,2,0,2
S00112332,57,57,0,0,0
S00112333,63,63,0,0,0
S00112334,78,78,0,0,0
S00112335,105,104,1,0,1
S00112336,66,66,0,0,0
S00112337,47,47,0,0,0
S00112338,56,50,6,0,6
S00112339,62,62,0,0,0
S00112340,51,47,4,0,4
S00112341,59,59,0,0,0
S00112342,56,56,0,0,0
S00112343,50,49,1,0,1
S00112344,44,43,1,0,1
S00112345,62,60,2,0,2
S00112346,41,40,1,0,1
S00112347,48,47,1,0,1
S00112348,77,77,0,0,0
S00112349,45,42,3,0,3
S00112350,48,44,4,0,4
S00112351,87,86,1,0,1
S00112352,74,74,0,0,0
S00112353,64,63,1,0,1
S00112354,76,74,2,0,2
S00112355,52,49,3,0,3
S00112356,77,77,0,0,0
S00112357,76,76,0,0,0
S00112358,69,69,0,0,0
S00112359,77,77,0,0,0
S00112360,29,29,0,0,0
S00112361,64,62,2,0,2
S00112362,78,74,4,0,4
S00112363,52,49,3,0,3
S00112364,64,61,3,0,3
S00112365,40,38,2,1,1
S00112366,23,23,0,0,0
S00112367,74,73,1,0,1
S00112368,49,46,3,0,3
S00112369,37,34,3,1,2
S00112370,74,72,2,1,1
S00112371,41,41,0,0,0
S00112372,67,65,2,0,2
S00112373,44,42,2,1,1
S00112374,49,47,2,0,2
S00112375,32,32,0,0,0
S00112376,65,65,0,0,0
S00112377,41,40,1,0,1
S00112378,62,61,1,0,1
S00112379,59,59,0,0,0
S00112380,65,64,1,1,0
S00112381,47,46,1,0,1
S00112382,36,35,1,0,1
S00112383,46,44,2,1,1
S00112384,55,54,1,0,1
S00112385,52,52,0,0,0
S00112386,42,42,0,0,0
S00112387,55,53,2,0,2
S00112388,51,50,1,1,0
S00112389,63,63,0,0,0
S00112390,50,50,0,0,0
S00112391,23,22,1,0,1
S00112392,29,29,0,0,0
S00112393,53,52,1,0,1
S00112394,41,40,1,0,1
S00112395,77,74,3,0,3
S00112396,52,51,1,0,1
S00112397,61,60,1,0,1
S00112398,70,70,0,0,0
S00112399,70,67,3,1,2
S00112400,50,50,0,0,0
S00112401,52,51,1,1,0
S00112402,63,61,2,1,1
S00112403,46,46,0,0,0
S00112404,49,48,1,0,1
S00112405,39,36,3,0,3
S00112406,49,49,0,0,0
S00112407,46,45,1,0,1
S00112408,72,71,1,0,1
S00112409,58,58,0,0,0
S00112410,64,63,1,0,1
S00112411,56,55,1,0,1
S00112412,56,54,2,0,2
S00112413,55,54,1,0,1
S00112414,40,39,1,0,1
S00112415,71,68,3,0,3
S00112416,60,56,4,3,1
S00112417,39,30,9,0,9
S00112418,72,68,4,0,4
S00112419,61,60,1,0,1
S00112420,63,37,26,3,23
S00112421,98,91,7,2,5
S00112422,46,42,4,2,2
S00112423,61,58,3,2,1
S00112424,32,30,2,0,2
S00112425,49,44,5,1,4
S00112426,70,61,9,6,3
S00112427,67,64,3,0,3
S00112428,51,48,3,0,3
S00112429,51,49,2,1,1
S00112430,60,50,10,1,9
S00112431,43,39,4,1,3
S00112432,83,59,24,3,21
S00112433,70,68,2,2,0
S00112434,90,87,3,0,3
S00112435,75,73,2,2,0
S00112436,43,42,1,0,1
S00112437,40,39,1,0,1
S00112438,57,54,3,0,3
S00112439,77,74,3,1,2
S00112440,69,68,1,0,1
S00112441,36,36,0,0,0
S00112442,47,47,0,0,0
S00112443,57,57,0,0,0
S00112444,58,58,0,0,0
S00112445,40,40,0,0,0
S00112446,74,69,5,0,5
S00112447,71,71,0,0,0
S00112448,48,47,1,0,1
S00112449,31,31,0,0,0
S00112450,48,46,2,1,1
S00112451,51,51,0,0,0
S00112452,43,42,1,0,1
S00112453,70,69,1,0,1
S00112454,41,35,6,0,6
S00112455,78,76,2,1,1
S00112456,72,70,2,0,2
S00112457,40,39,1,0,1
S00112458,60,59,1,0,1
S00112459,47,44,3,0,3
S00112460,86,86,0,0,0
S00112461,64,64,0,0,0
S00112462,42,42,0,0,0
S00112463,51,51,0,0,0
S00112464,50,49,1,0,1
S00112465,46,43,3,0,3
S00112466,51,51,0,0,0
S00112467,57,53,4,0,4
S00112468,48,48,0,0,0
S00112469,76,75,1,0,1
S00112470,49,47,2,1,1
S00112471,56,55,1,0,1
S00112472,56,55,1,1,0
S00112473,90,89,1,0,1
S00112474,77,76,1,0,1
S00112475,61,59,2,0,2
S00112476,77,76,1,0,1
S00112477,68,66,2,0,2
S00112478,53,53,0,0,0
S00112479,64,63,1,0,1
S00112480,71,71,0,0,0
S00112481,67,65,2,2,0
S00112482,31,31,0,0,0
S00112483,54,54,0,0,0
S00112484,48,48,0,0,0
S00112485,70,68,2,0,2
S00112486,40,38,2,0,2
S00112487,60,59,1,0,1
S00112488,49,44,5,0,5
S00112489,50,49,1,0,1
S00112490,88,87,1,0,1
S00112491,54,51,3,0,3
S00112492,54,53,1,0,1
S00112493,56,55,1,0,1
S00112494,74,71,3,0,3
S00112495,51,49,2,0,2
S00112496,49,49,0,0,0
S00112497,69,66,3,0,3
S00112498,54,51,3,2,1
S00112499,69,69,0,0,0
S00112500,67,62,5,0,5
S00112501,63,63,0,0,0
S00112502,79,77,2,0,2
S00112503,68,67,1,0,1
S00112504,56,54,2,0,2
S00112505,54,54,0,0,0
S00112506,45,45,0,0,0
S00112507,30,29,1,0,1
S00112508,55,54,1,1,0
S00112509,73,71,2,0,2
S00112510,46,46,0,0,0
S00112511,81,79,2,0,2
S00112512,64,61,3,1,2
S00112513,88,78,10,1,9
S00112514,58,58,0,0,0
S00112515,71,69,2,0,2
S00112516,67,65,2,0,2
S00112517,55,54,1,1,0
S00112518,62,61,1,0,1
S00112519,77,75,2,2,0
S00112520,54,52,2,0,2
S00112521,63,62,1,0,1
S00112522,28,26,2,0,2
S00112523,70,70,0,0,0
S00112524,30,27,3,0,3
S00112525,56,55,1,0,1
S00112526,32,32,0,0,0
S00112527,67,60,7,0,7
S00112528,56,52,4,0,4
S00112529,64,62,2,0,2
S00112530,60,59,1,0,1
S00112531,74,74,0,0,0
S00112532,54,52,2,0,2
S00112533,63,60,3,1,2
S00112534,34,30,4,0,4
S00112535,48,44,4,1,3
S00112536,53,53,0,0,0
S00112537,40,39,1,1,0
S00112538,40,37,3,0,3
S00112539,22,22,0,0,0
S00112540,41,40,1,0,1
S00112541,22,21,1,0,1
S00112542,72,70,2,0,2
S00112543,59,58,1,1,0
S00112544,27,27,0,0,0
S00112545,56,56,0,0,0
S00112546,74,71,3,0,3
S00112547,44,43,1,0,1
S00112548,61,61,0,0,0
S00112549,38,38,0,0,0
S00112550,33,30,3,0,3
S00112551,33,32,1,0,1
S00112552,45,43,2,1,1
S00112553,49,47,2,1,1
S00112554,54,50,4,0,4
S00112555,30,27,3,0,3
S00112556,46,46,0,0,0
S00112557,60,60,0,0,0
S00112558,45,45,0,0,0
S00112559,34,34,0,0,0
S00112560,49,49,0,0,0
S00112561,50,48,2,0,2
S00112562,76,74,2,1,1
S00112563,71,69,2,0,2
S00112564,75,74,1,1,0
S00112565,53,52,1,1,0
S00112566,44,42,2,1,1
S00112567,40,40,0,0,0
S00112568,74,74,0,0,0
S00112569,61,58,3,0,3
S00112570,48,46,2,1,1
S00112571,61,61,0,0,0
S00112572,56,55,1,1,0
S00112573,44,44,0,0,0
S00112574,46,45,1,1,0
S00112575,39,39,0,0,0
S00112576,79,78,1,0,1
S00112577,32,31,1,1,0
S00112578,57,52,5,0,5
S00112579,74,71,3,0,3
S00112580,72,71,1,1,0
S00112581,64,64,0,0,0
S00112582,34,32,2,0,2
S00112583,48,45,3,2,1
S00112584,73,72,1,0,1
S00112585,45,45,0,0,0
S00112586,49,45,4,1,3
S00112587,68,68,0,0,0
S00112588,69,68,1,1,0
S00112589,29,29,0,0,0
S00112590,35,35,0,0,0
S00112591,42,42,0,0,0
S00112592,57,56,1,1,0
S00112593,74,70,4,0,4
S00112594,65,65,0,0,0
S00112595,83,78,5,1,4
S00112596,45,44,1,1,0
S00112597,54,52,2,1,1
S00112598,43,43,0,0,0
S00112599,38,38,0,0,0
S00112600,34,32,2,1,1
S00112601,55,54,1,0,1
S00112602,81,76,5,0,5
S00112603,53,47,6,0,6
S00112604,45,42,3,2,1
S00112605,47,46,1,0,1
S00112606,43,43,0,0,0
S00112607,44,43,1,0,1
S00112608,74,72,2,0,2
S00112609,74,73,1,0,1
S00112610,46,41,5,1,4
S00112611,77,77,0,0,0
S00112612,72,70,2,0,2
S00112613,74,70,4,0,4
S00112614,63,61,2,0,2
S00112615,75,73,2,1,1
S00112616,63,62,1,0,1
S00112617,72,68,4,0,4
S00112618,43,43,0,0,0
S00112619,42,42,0,0,0
S00112620,64,64,0,0,0
S00112621,51,49,2,0,2
S00112622,32,32,0,0,0
S00112623,49,49,0,0,0
S00112624,65,65,0,0,0
S00112625,56,55,1,1,0
S00112626,42,41,1,0,1
S00112627,57,52,5,2,3
S00112628,57,57,0,0,0
S00112629,40,40,0,0,0
S00112630,41,40,1,1,0
S00112631,54,52,2,0,2
S00112632,28,26,2,1,1
S00112633,56,53,3,0,3
S00112634,56,51,5,0,5
S00112635,61,60,1,0,1
S00112636,51,49,2,1,1
S00112637,76,75,1,1,0
S00112638,57,55,2,0,2
S00112639,69,68,1,1,0
S00112640,57,55,2,0,2
S00112641,47,44,3,0,3
S00112642,48,47,1,0,1
S00112643,24,24,0,0,0
S00112644,61,57,4,0,4
S00112645,56,55,1,0,1
S00112646,48,45,3,0,3
S00112647,57,54,3,1,2
S00112648,55,54,1,0,1
S00112649,47,45,2,0,2
S00112650,44,43,1,0,1
S00112651,59,59,0,0,0
S00112652,74,74,0,0,0
S00112653,56,56,0,0,0
S00112654,55,54,1,0,1
S00112655,40,39,1,0,1
S00112656,49,49,0,0,0
S00112657,42,42,0,0,0
S00112658,41,41,0,0,0
S00112659,61,58,3,0,3
S00112660,77,75,2,0,2
S00112661,66,65,1,1,0
S00112662,64,63,1,0,1
S00112663,48,47,1,1,0
S00112664,45,45,0,0,0
S00112665,58,52,6,1,5
S00112666,31,30,1,1,0
S00112667,46,46,0,0,0
S00112668,40,38,2,0,2
S00112669,41,40,1,0,1
S00112670,54,47,7,1,6
S00112671,57,54,3,0,3
S00112672,47,46,1,0,1
S00112673,67,64,3,1,2
S00112674,45,42,3,0,3
S00112675,69,67,2,1,1
S00112676,50,49,1,0,1
S00112677,64,63,1,0,1
S00112678,34,34,0,0,0
S00112679,39,39,0,0,0
S00112680,52,51,1,1,0
S00112681,33,29,4,0,4
S00112682,36,34,2,2,0
S00112683,64,62,2,2,0
S00112684,53,51,2,0,2
S00112685,76,72,4,0,4
S00112686,66,62,4,1,3
S00112687,46,44,2,1,1
S00112688,25,25,0,0,0
S00112689,62,61,1,0,1
S00112690,49,46,3,1,2
S00112691,64,63,1,1,0
S00112692,63,60,3,0,3
S00112693,37,36,1,0,1
S00112694,72,71,1,0,1
S00112695,74,70,4,0,4
S00112696,59,59,0,0,0
S00112697,41,41,0,0,0
S00112698,50,50,0,0,0
S00112699,45,44,1,0,1
S00112700,45,43,2,0,2
S00112701,43,43,0,0,0
S00112702,23,23,0,0,0
S00112703,37,37,0,0,0
S00112704,70,67,3,0,3
S00112705,46,45,1,0,1
S00112706,52,50,2,0,2
S00112707,39,39,0,0,0
S00112708,58,58,0,0,0
S00112709,43,42,1,0,1
S00112710,52,52,0,0,0
S00112711,46,46,0,0,0
S00112712,45,43,2,0,2
S00112713,47,46,1,0,1
S00112714,35,35,0,0,0
S00112715,43,43,0,0,0
S00112716,52,50,2,0,2
S00112717,51,48,3,1,2
S00112718,41,40,1,0,1
S00112719,49,47,2,0,2
S00112720,52,51,1,0,1
S00112721,49,49,0,0,0
S00112722,46,45,1,0,1
S00112723,66,64,2,0,2
S00112724,38,38,0,0,0
S00112725,43,43,0,0,0
S00112726,40,40,0,0,0
S00112727,67,64,3,1,2
S00112728,65,63,2,0,2
S00112729,61,60,1,0,1
S00112730,47,44,3,0,3
S00112731,58,58,0,0,0
S00112732,74,74,0,0,0
S00112733,47,46,1,0,1
S00112734,58,58,0,0,0
S00112735,67,66,1,0,1
S00112736,61,58,3,0,3
S00112737,46,46,0,0,0
S00112738,49,47,2,0,2
S00112739,60,60,0,0,0
S00112740,46,46,0,0,0
S00112741,35,34,1,0,1
S00112742,75,75,0,0,0
S00112743,50,50,0,0,0
S00112744,75,69,6,0,6
S00112745,25,25,0,0,0
S00112746,61,60,1,0,1
S00112747,46,46,0,0,0
S00112748,45,45,0,0,0
S00112749,41,41,0,0,0
S00112750,48,47,1,0,1
S00112751,66,64,2,0,2
S00112752,76,72,4,1,3
S00112753,63,63,0,0,0
S00112754,70,68,2,0,2
S00112755,63,62,1,0,1
S00112756,45,44,1,0,1
S00112757,28,27,1,0,1
S00112758,39,37,2,1,1
