output_area,All people in households,Up to 0.5 persons per room,Over 0.5 and up to 1.0 persons per room,Over 1.0 and up to 1.5 persons per room,Over 1.5 persons per room
S00117894,164,77,77,10,0
S00117895,85,65,20,0,0
S00117896,95,71,24,0,0
S00117897,71,49,22,0,0
S00117898,75,28,47,0,0
S00117899,89,61,28,0,0
S00117900,86,59,27,0,0
S00117901,77,27,50,0,0
S00117902,144,59,85,0,0
S00117903,172,116,56,0,0
S00117904,76,48,23,5,0
S00117905,98,64,28,6,0
S00117906,149,113,36,0,0
S00117907,86,54,32,0,0
S00117908,88,57,29,0,2
S00117909,139,97,42,0,0
S00117910,130,74,56,0,0
S00117911,50,30,20,0,0
S00117912,114,80,29,5,0
S00117913,106,54,52,0,0
S00117914,140,88,52,0,0
S00117915,136,62,69,5,0
S00117916,94,58,36,0,0
S00117917,106,64,42,0,0
S00117918,156,102,54,0,0
S00117919,185,135,45,5,0
S00117920,115,75,40,0,0
S00117921,60,33,27,0,0
S00117922,98,78,20,0,0
S00117923,69,43,21,5,0
S00117924,152,81,59,12,0
S00117925,186,128,56,0,2
S00117926,176,126,46,4,0
S00117927,149,121,28,0,0
S00117928,62,40,16,6,0
S00117929,133,90,43,0,0
S00117930,87,72,9,6,0
S00117931,121,76,45,0,0
S00117932,152,103,49,0,0
S00117933,143,88,50,5,0
S00117934,84,46,31,7,0
S00117935,112,56,51,0,5
S00117936,81,63,18,0,0
S00117937,78,50,28,0,0
S00117938,156,118,38,0,0
S00117939,133,113,20,0,0
S00117940,118,65,53,0,0
S00117941,90,61,29,0,0
S00117942,158,117,41,0,0
S00117943,94,64,30,0,0
S00117944,144,106,38,0,0
S00117945,164,101,51,6,6
S00117946,174,120,48,6,0
S00117947,139,93,46,0,0
S00117948,101,71,30,0,0
S00117949,122,68,54,0,0
S00117950,156,119,37,0,0
S00117951,148,109,33,6,0
S00117952,130,64,54,12,0
S00117953,127,77,50,0,0
S00117954,122,63,53,6,0
S00117955,140,105,35,0,0
S00117956,86,42,44,0,0
S00117957,123,75,48,0,0
S00117958,122,67,55,0,0
S00117959,62,34,28,0,0
S00117960,141,106,35,0,0
S00117961,116,63,45,8,0
S00117962,144,101,26,17,0
S00117963,168,99,69,0,0
S00117964,144,86,58,0,0
S00117965,91,51,36,4,0
S00117966,52,26,26,0,0
S00117967,114,77,37,0,0
S00117968,103,76,27,0,0
S00117969,115,81,34,0,0
S00117970,56,48,8,0,0
S00117971,92,75,17,0,0
S00117972,90,87,3,0,0
S00117973,77,64,9,0,4
S00117974,130,87,43,0,0
S00117975,146,90,45,6,5
S00117976,129,72,48,7,2
S00117977,104,100,4,0,0
S00117978,73,59,14,0,0
S00117979,170,98,59,13,0
S00117980,107,82,25,0,0
S00117981,85,68,17,0,0
S00117982,92,75,17,0,0
S00117983,92,77,15,0,0
S00117984,173,94,62,12,5
S00117985,108,67,39,0,2
S00117986,147,99,48,0,0
S00117987,111,81,30,0,0
S00117988,155,102,53,0,0
S00117989,115,79,36,0,0
S00117990,136,92,38,6,0
S00117991,103,78,25,0,0
S00117992,112,102,10,0,0
S00117993,110,53,45,12,0
S00117994,116,83,31,0,2
S00117995,133,103,30,0,0
S00117996,98,62,27,7,2
S00117997,104,60,44,0,0
S00117998,105,63,42,0,0
S00117999,103,78,25,0,0
S00118000,128,66,49,6,7
S00118001,112,69,43,0,0
S00118002,91,73,18,0,0
S00118003,114,46,68,0,0
S00118004,123,82,34,7,0
S00118005,73,54,19,0,0
S00118006,136,95,41,0,0
S00118007,122,72,45,5,0
S00118008,129,83,35,6,5
S00118009,97,72,20,5,0
S00118010,94,50,32,12,0
S00118011,126,67,49,5,5
S00118012,76,56,20,0,0
S00118013,164,92,66,6,0
S00118014,125,77,48,0,0
S00118015,168,113,55,0,0
S00118016,79,65,14,0,0
S00118017,184,143,41,0,0
S00118018,135,71,58,6,0
S00118019,97,55,42,0,0
S00118020,100,63,37,0,0
S00118021,130,93,37,0,0
S00118022,89,64,23,0,2
S00118023,140,85,47,8,0
S00118024,155,93,57,5,0
S00118025,148,108,40,0,0
S00118026,108,84,24,0,0
S00118027,167,62,99,6,0
S00118028,100,58,37,5,0
S00118029,149,88,61,0,0
S00118030,84,51,26,7,0
S00118031,77,53,20,4,0
S00118032,121,83,38,0,0
S00118033,68,40,28,0,0
S00118034,111,81,27,3,0
S00118035,125,85,40,0,0
S00118036,87,62,25,0,0
S00118037,101,56,45,0,0
S00118038,93,57,31,0,5
S00118039,158,124,34,0,0
S00118040,74,49,23,0,2
S00118041,106,82,24,0,0
S00118042,71,43,28,0,0
S00118043,101,49,47,0,5
S00118044,78,53,25,0,0
S00118045,150,87,57,6,0
S00118046,97,69,28,0,0
S00118047,60,50,7,3,0
S00118048,111,91,17,3,0
S00118049,130,84,46,0,0
S00118050,153,96,57,0,0
S00118051,93,53,40,0,0
S00118052,89,76,13,0,0
S00118053,84,75,9,0,0
S00118054,149,121,28,0,0
S00118055,167,137,30,0,0
S00118056,97,77,20,0,0
S00118057,86,37,44,3,2
S00118058,131,118,13,0,0
S00118059,143,97,46,0,0
S00118060,147,95,49,3,0
S00118061,92,57,28,7,0
S00118062,103,61,42,0,0
S00118063,117,56,61,0,0
S00118064,118,95,21,0,2
S00118065,140,98,42,0,0
S00118066,114,70,44,0,0
S00118067,104,73,23,8,0
S00118068,90,74,10,6,0
S00118069,53,31,14,8,0
S00118070,147,124,15,0,8
S00118071,83,56,27,0,0
S00118072,118,69,49,0,0
S00118073,153,73,66,6,8
S00118074,127,86,41,0,0
S00118075,93,59,34,0,0
S00118076,118,75,43,0,0
S00118077,113,92,21,0,0
S00118078,131,93,32,6,0
S00118079,84,58,26,0,0
S00118080,106,86,20,0,0
S00118081,63,41,16,6,0
S00118082,141,71,62,8,0
S00118083,86,65,19,0,2
S00118084,55,40,13,0,2
S00118085,103,62,41,0,0
S00118086,129,79,50,0,0
S00118087,108,76,32,0,0
S00118088,108,69,39,0,0
S00118089,63,30,33,0,0
S00118090,78,50,23,5,0
S00118091,85,49,36,0,0
S00118092,152,84,53,15,0
S00118093,54,26,28,0,0
S00118094,116,77,33,6,0
S00118095,144,103,41,0,0
S00118096,116,93,23,0,0
S00118097,127,91,30,0,6
S00118098,107,66,41,0,0
S00118099,98,76,22,0,0
S00118100,126,89,37,0,0
S00118101,76,65,11,0,0
S00118102,127,88,39,0,0
S00118103,117,69,48,0,0
S00118104,133,43,84,6,0
S00118105,82,60,18,4,0
S00118106,131,86,43,0,2
S00118107,63,50,13,0,0
S00118108,161,108,53,0,0
S00118109,112,81,31,0,0
S00118110,72,63,9,0,0
S00118111,182,90,92,0,0
S00118112,59,47,12,0,0
S00118113,69,44,25,0,0
S00118114,91,74,17,0,0
S00118115,122,65,42,15,0
S00118116,101,70,31,0,0
S00118117,174,109,59,6,0
S00118118,131,99,32,0,0
S00118119,132,86,38,3,5
S00118120,153,91,49,13,0
S00118121,106,59,40,7,0
S00118122,108,70,38,0,0
S00118123,56,26,30,0,0
S00118124,98,66,32,0,0
S00118125,109,52,57,0,0
S00118126,78,44,34,0,0
S00118127,66,42,24,0,0
S00118128,87,59,28,0,0
S00118129,93,62,27,4,0
S00118130,113,89,24,0,0
S00118131,113,63,38,12,0
S00118132,104,74,28,0,2
S00118133,89,58,31,0,0
S00118134,122,84,38,0,0
S00118135,143,55,59,5,24
S00118136,96,67,29,0,0
S00118137,209,42,145,22,0
S00118138,161,58,94,9,0
S00118139,111,38,61,12,0
S00118140,123,64,59,0,0
S00118141,133,65,68,0,0
S00118142,112,66,39,7,0
S00118143,122,58,60,4,0
S00118144,154,75,79,0,0
S00118145,119,63,41,10,5
S00118146,73,53,14,6,0
S00118147,140,102,23,4,11
S00118148,126,53,64,9,0
S00118149,85,34,45,6,0
S00118150,133,43,79,7,4
S00118151,113,40,67,6,0
S00118152,104,48,56,0,0
S00118153,83,39,44,0,0
S00118154,100,46,42,12,0
S00118155,80,38,42,0,0
S00118156,165,67,81,17,0
S00118157,88,47,36,5,0
S00118158,106,62,39,5,0
S00118159,119,58,52,9,0
S00118160,89,35,54,0,0
S00118161,126,62,53,11,0
S00118162,71,46,22,3,0
S00118163,111,60,51,0,0
S00118164,134,71,63,0,0
S00118165,96,40,52,0,4
S00118166,195,63,112,20,0
S00118167,128,72,56,0,0
S00118168,123,62,61,0,0
S00118169,107,65,42,0,0
S00118170,112,53,50,5,4
S00118171,132,52,80,0,0
S00118172,94,59,31,4,0
S00118173,140,92,48,0,0
S00118174,185,94,91,0,0
S00118175,109,50,55,0,4
S00118176,136,65,66,5,0
S00118177,119,59,56,4,0
S00118178,129,62,62,5,0
S00118179,99,43,56,0,0
S00118180,138,59,72,7,0
S00118181,140,48,84,8,0
S00118182,121,70,45,6,0
S00118183,120,49,58,13,0
S00118184,90,39,46,5,0
S00118185,117,54,63,0,0
S00118186,136,45,80,11,0
S00118187,125,53,62,5,5
S00118188,96,48,45,3,0
S00118189,177,51,108,18,0
S00118190,100,46,54,0,0
S00118191,161,66,91,4,0
S00118192,75,43,32,0,0
S00118193,121,48,73,0,0
S00118194,116,70,42,4,0
S00118195,141,50,91,0,0
S00118196,83,52,31,0,0
S00118197,67,36,31,0,0
S00118198,119,70,49,0,0
S00118199,162,70,80,12,0
S00118200,64,45,19,0,0
S00118201,95,53,42,0,0
S00118202,121,84,33,4,0
S00118203,144,52,85,7,0
S00118204,107,26,78,3,0
S00118205,101,42,53,6,0
S00118206,52,43,9,0,0
S00118207,99,48,41,10,0
S00118208,150,51,99,0,0
S00118209,135,72,63,0,0
S00118210,139,115,24,0,0
S00118211,86,72,14,0,0
S00118212,108,72,36,0,0
S00118213,155,90,51,0,14
S00118214,130,89,32,9,0
S00118215,123,85,38,0,0
S00118216,128,70,56,0,2
S00118217,112,52,49,11,0
S00118218,84,32,43,9,0
S00118219,125,82,43,0,0
S00118220,170,93,68,9,0
S00118221,125,55,70,0,0
S00118222,95,59,29,7,0
S00118223,71,53,18,0,0
S00118224,157,75,68,10,4
S00118225,116,69,45,0,2
S00118226,98,45,53,0,0
S00118227,84,53,26,5,0
S00118228,80,38,33,0,9
S00118229,90,45,41,4,0
S00118230,86,60,26,0,0
S00118231,95,79,14,0,2
S00118232,104,40,62,0,2
S00118233,90,49,39,0,2
S00118234,143,81,58,0,4
S00118235,74,69,5,0,0
S00118236,108,51,57,0,0
S00118237,145,103,37,5,0
S00118238,118,56,52,10,0
S00118239,87,50,31,6,0
S00118240,100,77,23,0,0
S00118241,119,85,26,6,2
S00118242,110,53,57,0,0
S00118243,139,87,47,5,0
S00118244,186,131,55,0,0
S00118245,109,53,56,0,0
S00118246,116,56,53,7,0
S00118247,67,54,13,0,0
S00118248,136,49,75,12,0
S00118249,138,90,43,5,0
S00118250,51,42,9,0,0
S00118251,95,64,31,0,0
S00118252,125,55,64,6,0
S00118253,65,54,11,0,0
S00118254,89,68,19,0,2
S00118255,85,61,24,0,0
S00118256,128,77,45,6,0
S00118257,58,42,16,0,0
S00118258,119,64,55,0,0
S00118259,73,45,28,0,0
S00118260,155,100,49,6,0
S00118261,100,45,55,0,0
S00118262,113,67,42,0,4
S00118263,124,52,62,10,0
S00118264,93,75,18,0,0
S00118265,91,56,22,6,7
S00118266,88,49,32,7,0
S00118267,131,67,57,7,0
S00118268,178,54,113,11,0
S00118269,61,47,14,0,0
S00118270,117,54,57,6,0
S00118271,168,81,82,5,0
S00118272,110,47,56,7,0
S00118273,69,57,12,0,0
S00118274,121,87,34,0,0
S00118275,85,57,28,0,0
S00118276,96,87,9,0,0
S00118277,77,53,14,10,0
S00118278,76,43,33,0,0
S00118279,92,78,14,0,0
S00118280,176,128,48,0,0
S00118281,149,88,61,0,0
S00118282,85,59,26,0,0
S00118283,113,69,44,0,0
S00118284,83,66,17,0,0
S00118285,101,78,23,0,0
S00118286,168,100,68,0,0
S00118287,101,58,43,0,0
S00118288,125,91,27,7,0
S00118289,123,73,50,0,0
S00118290,74,46,28,0,0
S00118291,121,72,49,0,0
S00118292,78,54,24,0,0
S00118293,97,71,26,0,0
S00118294,69,41,28,0,0
S00118295,115,65,50,0,0
S00118296,52,32,14,6,0
S00118297,137,97,40,0,0
S00118298,118,57,61,0,0
S00118299,60,40,20,0,0
S00118300,93,60,29,4,0
S00118301,84,51,31,0,2
S00118302,95,55,37,3,0
S00118303,132,80,39,13,0
S00118304,93,82,11,0,0
S00118305,116,91,25,0,0
S00118306,121,90,27,4,0
S00118307,117,84,33,0,0
S00118308,69,44,23,0,2
S00118309,105,60,45,0,0
S00118310,91,45,40,6,0
S00118311,152,92,60,0,0
S00118312,117,62,52,3,0
S00118313,144,90,54,0,0
S00118314,154,68,86,0,0
S00118315,120,87,33,0,0
S00118316,89,39,44,6,0
S00118317,162,64,92,6,0
S00118318,68,30,38,0,0
S00118319,64,25,35,0,4
S00118320,157,29,128,0,0
S00118321,110,13,93,4,0
S00118322,105,22,79,4,0
S00118323,167,51,116,0,0
S00118324,156,53,84,19,0
S00118325,172,87,83,0,2
S00118326,101,58,43,0,0
S00118327,89,44,41,4,0
S00118328,108,44,60,4,0
S00118329,97,46,51,0,0
S00118330,122,60,62,0,0
S00118331,108,68,40,0,0
S00118332,128,63,65,0,0
S00118333,108,77,31,0,0
S00118334,103,57,46,0,0
S00118335,165,87,78,0,0
S00118336,165,86,79,0,0
S00118337,56,29,27,0,0
S00118338,116,83,33,0,0
S00118339,95,37,58,0,0
S00118340,73,34,39,0,0
S00118341,123,57,66,0,0
S00118342,111,35,76,0,0
S00118343,137,73,64,0,0
S00118344,68,37,31,0,0
S00118345,131,58,73,0,0
S00118346,131,73,58,0,0
S00118347,177,85,92,0,0
S00118348,112,64,48,0,0
S00118349,148,94,49,5,0
S00118350,148,89,59,0,0
S00118351,112,71,41,0,0
S00118352,109,70,39,0,0
S00118353,130,67,63,0,0
S00118354,127,76,51,0,0
S00118355,79,62,17,0,0
S00118356,108,59,49,0,0
S00118357,60,20,32,6,2
S00118358,165,107,49,9,0
S00118359,98,51,47,0,0
S00118360,114,66,48,0,0
S00118361,69,37,32,0,0
S00118362,63,40,18,5,0
S00118363,92,48,44,0,0
S00118364,103,80,23,0,0
S00118365,120,66,42,12,0
S00118366,119,67,46,6,0
S00118367,136,99,35,0,2
S00118368,97,69,28,0,0
S00118369,110,72,38,0,0
S00118370,91,74,17,0,0
S00118371,107,68,39,0,0
S00118372,110,47,63,0,0
S00118373,100,71,23,6,0
S00118374,107,63,44,0,0
S00118375,108,74,29,5,0
S00118376,173,140,27,6,0
S00118377,146,63,79,0,4
S00118378,137,72,65,0,0
S00118379,111,37,68,6,0
S00118380,73,27,46,0,0
S00118381,103,48,46,5,4
S00118382,168,83,80,5,0
S00118383,85,49,36,0,0
S00118384,62,24,38,0,0
S00118385,101,59,42,0,0
S00118386,106,45,61,0,0
S00118387,109,49,60,0,0
S00118388,112,53,41,18,0
S00118389,85,48,27,4,6
S00118390,90,38,46,0,6
S00118391,88,55,33,0,0
S00118392,155,91,64,0,0
S00118393,164,67,92,5,0
S00118394,146,76,70,0,0
S00118395,172,58,114,0,0
S00118396,95,47,43,5,0
S00118397,87,56,31,0,0
S00118398,112,60,41,11,0
S00118399,96,36,60,0,0
S00118400,139,74,65,0,0
S00118401,110,65,45,0,0
S00118402,134,57,62,15,0
S00118403,82,45,25,12,0
S00118404,169,100,64,5,0
S00118405,66,37,29,0,0
S00118406,93,42,47,0,4
S00118407,119,80,33,6,0
S00118408,151,101,43,5,2
S00118409,108,94,14,0,0
S00118410,58,42,16,0,0
S00118411,108,67,41,0,0
S00118412,101,71,23,7,0
S00118413,106,59,41,6,0
S00118414,121,83,38,0,0
S00118415,87,57,30,0,0
S00118416,91,75,16,0,0
S00118417,75,64,11,0,0
S00118418,80,64,16,0,0
S00118419,75,42,26,0,7
S00118420,50,43,7,0,0
S00118421,62,48,14,0,0
S00118422,95,52,40,0,3
S00118423,54,21,24,9,0
S00118424,106,80,26,0,0
S00118425,122,69,53,0,0
S00118426,151,125,26,0,0
S00118427,95,50,39,6,0
S00118428,75,35,40,0,0
S00118429,100,58,39,3,0
S00118430,111,59,52,0,0
S00118431,91,65,26,0,0
S00118432,154,94,60,0,0
S00118433,170,50,110,10,0
S00118434,108,63,43,0,2
S00118435,143,76,67,0,0
S00118436,114,73,38,3,0
S00118437,107,65,42,0,0
S00118438,122,57,54,11,0
S00118439,127,50,70,7,0
S00118440,82,49,28,5,0
S00118441,77,40,32,5,0
S00118442,132,38,74,16,4
S00118443,78,33,37,8,0
S00118444,128,49,68,6,5
S00118445,122,53,56,13,0
S00118446,102,54,48,0,0
S00118447,95,70,22,3,0
S00118448,92,52,40,0,0
S00118449,120,56,64,0,0
S00118450,96,53,40,3,0
S00118451,110,56,49,0,5
S00118452,112,48,64,0,0
S00118453,103,47,56,0,0
S00118454,100,25,64,7,4
S00118455,149,50,72,27,0
S00118456,157,69,88,0,0
S00118457,75,45,30,0,0
S00118458,66,42,24,0,0
S00118459,184,77,90,17,0
S00118460,125,74,51,0,0
S00118461,159,82,77,0,0
S00118462,84,64,20,0,0
S00118463,121,70,46,5,0
S00118464,93,71,22,0,0
S00118465,115,70,39,0,6
S00118466,101,72,25,0,4
S00118467,129,93,36,0,0
S00118468,111,69,35,7,0
S00118469,74,37,32,5,0
S00118470,98,65,33,0,0
S00118471,80,39,31,10,0
S00118472,170,87,76,0,7
S00118473,89,44,45,0,0
S00118474,112,61,35,16,0
S00118475,82,50,26,6,0
S00118476,89,52,37,0,0
S00118477,83,53,30,0,0
S00118478,125,78,35,12,0
S00118479,110,72,34,4,0
S00118480,118,53,55,10,0
S00118481,129,98,31,0,0
S00118482,144,104,40,0,0
S00118483,75,54,21,0,0
S00118484,98,74,24,0,0
S00118485,101,65,36,0,0
S00118486,57,49,8,0,0
S00118487,77,55,18,4,0
S00118488,188,88,94,6,0
S00118489,121,65,50,6,0
S00118490,138,59,73,6,0
S00118491,142,108,34,0,0
S00118492,79,39,31,9,0
S00118493,121,64,57,0,0
S00118494,118,61,57,0,0
S00118495,134,62,59,13,0
S00118496,155,91,64,0,0
S00118497,146,94,52,0,0
S00118498,156,85,62,6,3
S00118499,157,90,64,3,0
S00118500,148,98,50,0,0
S00118501,133,44,84,5,0
S00118502,127,75,52,0,0
S00118503,62,42,20,0,0
S00118504,51,27,24,0,0
S00118505,80,57,23,0,0
S00118506,140,70,70,0,0
S00118507,152,82,64,6,0
S00118508,51,41,10,0,0
S00118509,118,77,41,0,0
S00118510,72,48,24,0,0
S00118511,205,130,73,0,2
S00118512,121,67,47,7,0
S00118513,120,53,64,3,0
S00118514,163,57,76,30,0
S00118515,161,46,111,4,0
S00118516,192,46,117,29,0
S00118517,121,67,54,0,0
S00118518,103,49,54,0,0
S00118519,112,43,63,6,0
S00118520,70,40,24,6,0
S00118521,74,45,29,0,0
S00118522,62,41,16,5,0
S00118523,104,46,52,6,0
S00118524,58,31,27,0,0
S00118525,117,58,59,0,0
S00118526,79,30,46,3,0
S00118527,149,92,47,10,0
S00118528,117,53,51,9,4
S00118529,145,76,64,5,0
S00118530,132,57,50,11,14
S00118531,127,56,50,19,2
S00118532,123,69,50,4,0
S00118533,156,66,83,0,7
S00118534,107,68,25,12,2
S00118535,122,74,42,6,0
S00118536,62,37,14,11,0
S00118537,103,69,34,0,0
S00118538,54,39,11,4,0
S00118539,100,58,42,0,0
S00118540,73,46,27,0,0
S00118541,87,56,31,0,0
S00118542,77,41,36,0,0
S00118543,105,61,40,4,0
S00118544,63,24,39,0,0
S00118545,74,41,33,0,0
S00118546,131,77,54,0,0
S00118547,66,33,30,3,0
S00118548,92,42,48,0,2
S00118549,132,64,62,6,0
S00118550,55,31,20,0,4
S00118551,67,42,25,0,0
S00118552,77,46,31,0,0
S00118553,183,90,93,0,0
S00118554,130,61,60,9,0
S00118555,107,43,64,0,0
S00118556,108,63,45,0,0
S00118557,101,77,24,0,0
S00118558,90,51,39,0,0
S00118559,118,71,47,0,0
S00118560,102,49,41,12,0
S00118561,181,145,36,0,0
S00118562,120,91,29,0,0
S00118563,190,123,62,0,5
S00118564,86,57,29,0,0
S00118565,78,45,33,0,0
S00118566,85,52,33,0,0
S00118567,93,76,17,0,0
S00118568,97,69,28,0,0
S00118569,179,118,61,0,0
S00118570,50,28,18,4,0
S00118571,125,66,59,0,0
S00118572,107,67,40,0,0
S00118573,54,25,29,0,0
S00118574,59,34,25,0,0
S00118575,105,70,35,0,0
S00118576,118,73,45,0,0
S00118577,63,50,13,0,0
S00118578,59,45,14,0,0
S00118579,107,75,26,6,0
S00118580,109,35,68,6,0
S00118581,95,53,42,0,0
S00118582,102,52,50,0,0
S00118583,123,56,67,0,0
S00118584,101,43,58,0,0
S00118585,124,43,77,4,0
S00118586,60,38,22,0,0
S00118587,101,67,27,7,0
S00118588,84,65,19,0,0
S00118589,74,65,9,0,0
S00118590,63,45,18,0,0
S00118591,71,43,28,0,0
S00118592,53,38,15,0,0
S00118593,115,65,50,0,0
S00118594,96,59,37,0,0
S00118595,59,49,10,0,0
S00118596,132,102,30,0,0
S00118597,119,71,48,0,0
S00118598,142,103,39,0,0
S00118599,143,84,59,0,0
S00118600,110,63,47,0,0
S00118601,128,62,66,0,0
S00118602,144,75,67,0,2
S00118603,98,63,35,0,0
S00118604,86,42,44,0,0
S00118605,224,134,86,4,0
S00118606,85,32,50,0,3
S00118607,96,36,50,10,0
S00118608,61,36,18,7,0
S00118609,126,60,55,6,5
S00118610,56,24,29,3,0
S00118611,116,64,45,7,0
S00118612,180,87,93,0,0
S00118613,113,65,43,0,5
S00118614,104,48,50,6,0
S00118615,186,113,73,0,0
S00118616,157,68,83,6,0
S00118617,178,69,103,6,0
S00118618,138,50,88,0,0
S00118619,115,42,73,0,0
S00118620,120,36,84,0,0
S00118621,195,54,136,5,0
S00118622,161,67,94,0,0
S00118623,126,47,62,17,0
S00118624,141,54,81,6,0
S00118625,127,44,69,5,9
S00118626,169,46,113,10,0
S00118627,172,83,77,12,0
S00118628,117,71,46,0,0
S00118629,166,60,101,5,0
S00118630,157,124,33,0,0
S00118631,191,136,55,0,0
S00118632,79,47,26,6,0
S00118633,131,88,43,0,0
S00118634,137,111,26,0,0
S00118635,155,76,79,0,0
S00118636,128,64,52,12,0
S00118637,81,44,37,0,0
S00118638,90,58,28,4,0
S00118639,120,74,40,6,0
S00118640,134,75,47,12,0
S00118641,143,68,72,0,3
S00118642,75,42,33,0,0
S00118643,133,64,69,0,0
S00118644,74,50,24,0,0
S00118645,126,45,75,6,0
S00118646,167,108,59,0,0
S00118647,108,52,56,0,0
S00118648,59,35,24,0,0
S00118649,140,88,52,0,0
S00118650,174,84,85,5,0
S00118651,89,34,55,0,0
S00118652,108,65,38,5,0
S00118653,105,72,29,4,0
S00118654,84,48,36,0,0
S00118655,112,75,37,0,0
S00118656,145,102,43,0,0
S00118657,106,67,39,0,0
S00118658,127,79,44,0,4
S00118659,65,46,19,0,0
S00118660,100,72,28,0,0
S00118661,190,100,85,5,0
S00118662,122,54,52,11,5
S00118663,105,63,42,0,0
S00118664,117,67,50,0,0
S00118665,105,73,28,4,0
S00118666,97,57,40,0,0
S00118667,121,56,65,0,0
S00118668,215,125,90,0,0
S00118669,97,85,12,0,0
S00118670,142,47,90,0,5
S00118671,75,59,16,0,0
S00118672,92,54,35,3,0
S00118673,153,56,97,0,0
S00118674,107,27,80,0,0
S00118675,158,81,77,0,0
S00118676,148,89,48,11,0
S00118677,159,92,67,0,0
S00118678,55,34,16,5,0
S00118679,163,67,89,7,0
S00118680,61,22,32,7,0
S00118681,125,45,78,0,2
S00118682,85,49,36,0,0
S00118683,85,43,42,0,0
S00118684,110,76,34,0,0
S00118685,117,58,59,0,0
S00118686,98,64,34,0,0
S00118687,151,97,54,0,0
S00118688,114,71,43,0,0
S00118689,166,122,44,0,0
S00118690,169,93,76,0,0
S00118691,170,100,70,0,0
S00118692,122,70,52,0,0
S00118693,112,53,59,0,0
S00118694,113,75,38,0,0
S00118695,131,94,33,0,4
S00118696,101,60,35,6,0
S00118697,67,38,29,0,0
S00118698,151,116,35,0,0
S00118699,125,113,12,0,0
S00118700,133,93,40,0,0
S00118701,89,67,22,0,0
S00118702,89,67,22,0,0
S00118703,105,74,31,0,0
S00118704,108,84,24,0,0
S00118705,124,83,38,3,0
S00118706,101,62,35,4,0
S00118707,110,48,54,8,0
S00118708,59,37,17,5,0
S00118709,85,58,27,0,0
S00118710,110,72,29,5,4
S00118711,66,28,38,0,0
S00118712,72,49,23,0,0
S00118713,130,71,59,0,0
S00118714,100,59,41,0,0
S00118715,107,62,29,16,0
S00118716,119,68,45,6,0
S00118717,76,53,23,0,0
S00118718,105,69,31,5,0
S00118719,123,57,66,0,0
S00118720,138,80,58,0,0
S00118721,87,62,16,7,2
S00118722,83,56,22,5,0
S00118723,127,66,61,0,0
S00118724,94,64,24,6,0
S00118725,72,49,17,6,0
S00118726,102,45,57,0,0
S00118727,92,42,47,3,0
S00118728,146,86,60,0,0
S00118729,140,81,48,4,7
S00118730,119,48,60,11,0
S00118731,89,38,51,0,0
S00118732,106,58,41,7,0
S00118733,96,52,44,0,0
S00118734,57,39,10,8,0
S00118735,109,54,55,0,0
S00118736,155,35,80,34,6
S00118737,108,40,55,13,0
S00118738,125,58,62,5,0
S00118739,141,82,59,0,0
S00118740,79,53,26,0,0
S00118741,69,50,19,0,0
S00118742,101,56,45,0,0
S00118743,91,71,20,0,0
S00118744,135,109,26,0,0
S00118745,146,81,65,0,0
S00118746,139,66,64,4,5
S00118747,93,69,24,0,0
S00118748,157,94,63,0,0
S00118749,160,125,35,0,0
S00118750,144,99,42,3,0
S00118751,126,82,44,0,0
S00118752,114,92,17,0,5
S00118753,180,101,79,0,0
S00118754,110,83,27,0,0
S00118755,85,48,33,4,0
S00118756,127,91,33,3,0
S00118757,200,149,51,0,0
S00118758,168,91,77,0,0
S00118759,171,81,90,0,0
S00118760,105,78,22,5,0
S00118761,83,67,16,0,0
S00118762,157,116,36,5,0
S00118763,116,77,34,3,2
S00118764,77,53,24,0,0
S00118765,96,49,44,3,0
S00118766,89,63,20,6,0
S00118767,107,50,52,5,0
S00118768,54,32,22,0,0
S00118769,119,71,38,10,0
S00118770,107,67,36,0,4
S00118771,102,66,36,0,0
S00118772,99,51,48,0,0
S00118773,150,71,79,0,0
S00118774,61,39,22,0,0
S00118775,140,59,79,0,2
S00118776,128,70,58,0,0
S00118777,91,50,35,6,0
S00118778,199,86,96,17,0
