output_area,All occupied household spaces,One room,Two rooms,Three rooms,Four rooms,Five rooms,Six rooms,Seven rooms,Eight rooms,Nine or more rooms
S00089504,52,0,2,46,3,0,0,1,0,0
S00089505,50,1,2,43,4,0,0,0,0,0
S00089506,48,0,1,15,27,3,1,0,1,0
S00089507,52,1,1,12,30,7,1,0,0,0
S00089508,53,0,1,3,37,11,0,0,0,1
S00089509,31,0,1,22,6,1,1,0,0,0
S00089510,55,0,0,6,40,7,0,1,1,0
S00089511,44,0,3,10,28,1,1,0,1,0
S00089512,42,1,4,30,4,3,0,0,0,0
S00089513,63,0,0,11,41,9,2,0,0,0
S00089514,40,0,7,2,19,12,0,0,0,0
S00089515,62,1,4,10,26,7,8,2,3,1
S00089516,64,0,10,24,11,8,5,0,3,3
S00089517,52,1,14,28,6,1,0,0,1,1
S00089518,101,0,1,36,61,3,0,0,0,0
S00089519,53,0,0,0,5,10,23,11,2,2
S00089520,42,0,1,0,2,9,17,4,8,1
S00089521,71,0,3,19,18,21,7,1,1,1
S00089522,52,0,0,1,3,1,29,12,5,1
S00089523,47,0,0,3,31,3,7,1,1,1
S00089524,56,0,0,5,44,4,2,1,0,0
S00089525,39,0,0,1,27,3,5,1,2,0
S00089526,75,2,9,54,8,0,1,1,0,0
S00089527,75,1,7,47,15,4,0,0,1,0
S00089528,64,0,2,37,7,4,5,9,0,0
S00089529,58,0,4,5,45,1,1,1,0,1
S00089530,36,0,1,1,29,4,1,0,0,0
S00089531,44,0,0,3,37,3,0,0,1,0
S00089532,58,0,0,5,43,7,1,1,1,0
S00089533,40,0,3,1,32,2,0,2,0,0
S00089534,59,0,1,8,45,4,1,0,0,0
S00089535,42,0,3,3,33,1,1,0,1,0
S00089536,64,1,2,16,40,3,1,0,0,1
S00089537,37,0,1,4,31,0,1,0,0,0
S00089538,38,0,2,1,33,0,2,0,0,0
S00089539,41,0,1,8,29,0,3,0,0,0
S00089540,48,0,1,4,38,4,0,1,0,0
S00089541,44,0,1,2,37,2,1,1,0,0
S00089542,83,2,18,22,34,5,0,1,0,1
S00089543,54,4,4,35,5,6,0,0,0,0
S00089544,52,0,5,14,27,4,0,2,0,0
S00089545,55,0,4,43,7,1,0,0,0,0
S00089546,47,0,3,4,28,11,1,0,0,0
S00089547,69,0,1,2,55,5,5,0,1,0
S00089548,104,3,10,45,35,8,1,1,1,0
S00089549,61,1,2,23,29,6,0,0,0,0
S00089550,50,0,1,3,44,1,0,0,0,1
S00089551,60,1,2,46,9,1,1,0,0,0
S00089552,35,0,4,2,29,0,0,0,0,0
S00089553,36,1,15,7,8,1,1,2,1,0
S00089554,41,0,3,17,13,3,2,3,0,0
S00089555,71,1,5,26,13,14,7,4,0,1
S00089556,46,1,2,23,8,6,3,3,0,0
S00089557,95,0,5,62,25,1,1,1,0,0
S00089558,58,0,5,13,20,12,4,1,3,0
S00089559,70,0,5,7,43,6,4,1,2,2
S00089560,53,4,4,27,11,2,3,1,1,0
S00089561,41,0,2,12,20,3,1,1,0,2
S00089562,62,0,1,8,45,6,1,1,0,0
S00089563,40,0,1,6,24,7,0,1,1,0
S00089564,45,0,0,5,28,9,0,3,0,0
S00089565,71,0,4,2,43,11,5,5,1,0
S00089566,68,0,2,5,49,8,2,1,0,1
S00089567,62,0,1,6,24,27,1,2,1,0
S00089568,64,1,2,9,7,30,14,1,0,0
S00089569,74,3,6,39,8,16,2,0,0,0
S00089570,54,1,1,6,22,21,0,1,1,1
S00089571,61,0,4,14,10,8,17,3,3,2
S00089572,41,1,1,8,8,12,8,2,1,0
S00089573,48,0,5,15,9,4,9,6,0,0
S00089574,46,2,11,22,3,4,1,1,0,2
S00089575,35,0,2,0,11,5,9,6,1,1
S00089576,53,0,1,7,15,11,10,6,2,1
S00089577,37,1,1,2,10,16,5,1,1,0
S00089578,41,0,1,3,3,29,3,2,0,0
S00089579,38,0,0,1,13,22,2,0,0,0
S00089580,44,0,1,5,22,14,2,0,0,0
S00089581,35,0,2,2,13,11,6,1,0,0
S00089582,53,0,0,6,32,11,1,1,0,2
S00089583,77,0,4,20,36,6,7,2,0,2
S00089584,38,0,1,17,18,1,1,0,0,0
S00089585,59,0,3,8,29,11,7,1,0,0
S00089586,43,0,2,4,27,8,1,1,0,0
S00089587,43,0,6,12,16,3,4,0,1,1
S00089588,45,0,0,2,21,11,7,4,0,0
S00089589,40,0,0,1,23,14,1,1,0,0
S00089590,53,0,2,2,26,13,5,1,4,0
S00089591,45,0,1,3,19,18,4,0,0,0
S00089592,47,0,0,1,45,0,0,0,1,0
S00089593,53,0,0,1,20,28,4,0,0,0
S00089594,30,0,0,1,27,2,0,0,0,0
S00089595,48,0,2,2,3,32,5,1,1,2
S00089596,47,0,1,2,25,16,2,0,1,0
S00089597,45,0,1,1,21,15,6,1,0,0
S00089598,35,1,2,14,17,1,0,0,0,0
S00089599,64,0,7,5,48,4,0,0,0,0
S00089600,28,0,1,6,20,1,0,0,0,0
S00089601,37,0,1,4,17,12,2,0,0,1
S00089602,74,1,1,40,27,3,1,1,0,0
S00089603,49,0,2,23,7,12,4,0,1,0
S00089604,43,0,1,14,11,11,5,0,1,0
S00089605,76,0,3,20,36,13,3,1,0,0
S00089606,68,2,6,22,24,10,3,0,0,1
S00089607,49,0,0,2,24,2,18,2,1,0
S00089608,39,0,4,23,3,7,2,0,0,0
S00089609,45,0,1,6,31,5,1,1,0,0
S00089610,69,1,1,15,44,3,2,2,0,1
S00089611,58,0,2,40,8,5,2,0,0,1
S00089612,42,0,5,2,32,2,0,1,0,0
S00089613,30,0,1,6,7,13,0,1,0,2
S00089614,72,0,2,4,37,25,2,1,1,0
S00089615,55,1,1,7,23,22,1,0,0,0
S00089616,69,1,3,7,51,3,3,1,0,0
S00089617,69,0,4,7,55,3,0,0,0,0
S00089618,58,0,0,5,49,3,1,0,0,0
S00089619,63,0,6,10,43,1,1,1,0,1
S00089620,69,1,2,9,51,1,3,0,0,2
S00089621,43,2,4,34,1,1,1,0,0,0
S00089622,45,0,1,5,21,16,1,0,0,1
S00089623,48,0,0,4,11,29,4,0,0,0
S00089624,36,0,2,9,12,6,1,2,2,2
S00089625,43,0,2,3,4,26,7,1,0,0
S00089626,61,1,2,2,13,25,13,3,1,1
S00089627,46,0,6,33,4,0,2,0,1,0
S00089628,71,0,13,35,16,6,0,0,0,1
S00089629,65,0,2,6,20,27,7,2,0,1
S00089630,30,0,0,6,3,13,8,0,0,0
S00089631,52,0,2,7,14,28,1,0,0,0
S00089632,48,0,4,2,15,24,1,0,1,1
S00089633,79,0,2,6,31,36,3,1,0,0
S00089634,46,0,0,3,16,17,5,2,3,0
S00089635,34,0,3,18,11,2,0,0,0,0
S00089636,50,0,3,0,14,17,5,6,2,3
S00089637,40,1,5,26,7,1,0,0,0,0
S00089638,47,0,2,10,15,13,5,0,1,1
S00089639,61,1,13,29,12,4,2,0,0,0
S00089640,66,2,4,14,32,9,2,2,1,0
S00089641,38,2,2,17,14,3,0,0,0,0
S00089642,36,1,2,23,6,3,1,0,0,0
S00089643,67,0,13,20,24,8,1,1,0,0
S00089644,73,0,3,8,44,16,1,1,0,0
S00089645,66,0,4,10,26,23,2,1,0,0
S00089646,81,5,4,42,22,8,0,0,0,0
S00089647,66,2,9,17,12,12,12,1,1,0
S00089648,31,0,2,8,12,5,3,0,0,1
S00089649,50,1,1,17,13,16,2,0,0,0
S00089650,60,0,1,13,16,18,5,4,2,1
S00089651,64,1,1,10,19,12,10,1,2,8
S00089652,54,1,1,4,12,18,10,5,1,2
S00089653,59,1,7,23,22,3,1,0,1,1
S00089654,41,0,4,9,10,9,5,2,2,0
S00089655,29,0,0,0,10,9,6,3,1,0
S00089656,53,0,18,30,3,1,0,1,0,0
S00089657,31,0,1,3,7,6,3,2,8,1
S00089658,74,0,12,49,7,0,2,2,1,1
S00089659,48,1,6,21,9,5,1,0,3,2
S00089660,60,0,8,21,16,10,4,1,0,0
S00089661,91,3,32,29,18,5,4,0,0,0
S00089662,50,1,2,21,10,7,0,4,2,3
S00089663,70,0,12,27,20,11,0,0,0,0
S00089664,41,0,2,20,7,9,2,1,0,0
S00089665,64,0,8,28,24,2,0,2,0,0
S00089666,50,0,3,6,29,9,2,1,0,0
S00089667,44,0,7,20,11,3,1,1,0,1
S00089668,61,1,17,21,15,3,1,2,0,1
S00089669,66,0,3,30,25,5,3,0,0,0
S00089670,38,0,1,24,11,0,1,1,0,0
S00089671,46,0,2,23,20,1,0,0,0,0
S00089672,86,3,3,62,13,3,0,1,0,1
S00089673,78,1,4,69,2,0,1,0,0,1
S00089674,80,0,8,39,31,1,0,1,0,0
S00089675,78,0,1,7,68,0,1,0,0,1
S00089676,49,3,3,27,11,4,1,0,0,0
S00089677,72,3,11,40,11,6,0,0,1,0
S00089678,36,2,7,12,11,3,1,0,0,0
S00089679,82,0,16,41,19,3,2,0,0,1
S00089680,83,5,17,39,17,3,0,1,0,1
S00089681,57,0,2,1,14,15,7,7,8,3
S00089682,33,1,3,15,8,5,0,1,0,0
S00089683,46,0,6,21,5,6,4,2,1,1
S00089684,50,1,10,24,8,4,1,1,1,0
S00089685,65,0,10,31,16,4,2,1,0,1
S00089686,25,0,0,2,9,4,5,2,2,1
S00089687,46,0,1,35,10,0,0,0,0,0
S00089688,51,0,4,23,12,8,3,0,1,0
S00089689,42,0,0,31,3,7,0,0,1,0
S00089690,69,0,0,2,9,16,23,12,5,2
S00089691,68,0,1,13,38,6,4,3,2,1
S00089692,25,0,0,0,4,2,9,6,3,1
S00089693,28,0,0,1,6,9,5,3,3,1
S00089694,57,0,16,12,12,6,1,2,5,3
S00089695,58,0,0,2,26,9,13,8,0,0
S00089696,62,0,2,6,22,9,5,8,7,3
S00089697,36,0,0,1,7,6,5,7,5,5
S00089698,47,0,1,1,7,17,11,6,4,0
S00089699,32,0,1,6,1,12,5,4,0,3
S00089700,51,0,0,1,16,13,5,6,7,3
S00089701,44,0,1,15,9,9,4,5,1,0
S00089702,30,0,1,3,11,10,4,1,0,0
S00089703,56,0,0,1,0,5,12,12,17,9
S00089704,49,0,0,2,0,4,10,18,6,9
S00089705,42,0,0,1,5,5,14,7,6,4
S00089706,54,0,0,0,2,4,27,12,8,1
S00089707,48,5,15,6,3,13,3,1,2,0
S00089708,39,1,4,13,18,3,0,0,0,0
S00089709,40,1,0,0,0,4,19,9,3,4
S00089710,72,0,3,26,18,19,5,1,0,0
S00089711,71,1,5,22,10,22,8,1,2,0
S00089712,50,0,0,0,4,6,15,18,2,5
S00089713,48,0,2,0,2,5,16,13,5,5
S00089714,60,0,0,2,5,3,10,19,13,8
S00089715,39,0,0,1,2,6,8,7,10,5
S00089716,56,0,4,35,7,0,3,2,3,2
S00089717,64,0,5,14,10,6,8,5,5,11
S00089718,63,0,0,0,11,8,11,11,13,9
S00089719,76,0,0,2,2,16,14,17,14,11
S00089720,64,0,1,3,7,13,8,12,10,10
S00089721,63,0,4,7,5,21,9,8,7,2
S00089722,55,0,2,3,23,14,7,2,3,1
S00089723,23,0,0,4,5,8,2,1,1,2
S00089724,42,0,2,4,7,11,6,6,2,4
S00089725,41,0,1,1,8,10,7,10,3,1
S00089726,53,0,0,2,10,10,16,7,6,2
S00089727,50,0,1,17,5,11,3,4,6,3
S00089728,46,0,0,7,14,12,6,1,1,5
S00089729,76,0,2,11,13,13,12,15,5,5
S00089730,58,0,6,41,8,1,1,0,0,1
S00089731,49,0,1,8,0,4,4,5,15,12
S00089732,84,0,3,30,10,3,5,9,13,11
S00089733,56,1,4,28,8,0,4,3,3,5
S00089734,52,4,12,4,7,5,9,4,4,3
S00089735,41,0,2,13,18,5,1,0,0,2
S00089736,54,3,0,29,19,2,1,0,0,0
S00089737,50,0,0,7,29,7,5,2,0,0
S00089738,41,0,2,12,12,2,7,5,1,0
S00089739,39,0,1,1,4,4,8,14,2,5
S00089740,70,1,1,0,32,15,5,9,5,2
S00089741,45,0,1,1,0,4,2,13,11,13
S00089742,53,0,0,2,0,5,4,11,9,22
S00089743,57,0,0,1,2,1,4,10,16,23
S00089744,38,0,0,0,3,7,5,3,4,16
S00089745,55,0,1,0,4,6,8,6,5,25
S00089746,53,0,2,3,7,5,8,4,9,15
S00089747,44,0,0,1,10,7,2,5,8,11
S00089748,46,0,0,1,1,12,5,12,6,9
S00089749,26,0,0,1,5,5,4,4,2,5
S00089750,63,0,1,14,31,6,2,0,3,6
S00089751,44,1,0,1,8,7,4,2,11,10
S00089752,41,1,0,2,0,5,7,5,1,20
S00089753,53,0,0,2,5,6,6,10,15,9
S00089754,49,1,0,9,7,9,5,3,4,11
S00089755,28,1,1,0,4,3,6,3,3,7
S00089756,37,0,1,2,11,6,10,6,1,0
S00089757,64,0,3,19,23,7,0,5,5,2
S00089758,55,0,1,3,16,10,13,8,3,1
S00089759,68,0,1,2,9,13,9,13,9,12
S00089760,53,3,6,19,15,1,0,3,1,5
S00089761,22,0,0,0,4,3,4,2,5,4
S00089762,70,1,3,15,33,9,6,2,0,1
S00089763,59,0,1,5,15,4,13,10,5,6
S00089764,58,0,0,6,9,8,4,15,11,5
S00089765,52,0,0,0,6,3,5,12,14,12
S00089766,63,0,6,15,31,10,0,1,0,0
S00089767,39,2,4,12,18,2,0,0,0,1
S00089768,39,0,1,10,26,1,0,0,1,0
S00089769,36,0,1,4,28,1,0,0,1,1
S00089770,52,1,2,13,11,10,4,5,1,5
S00089771,64,0,12,38,11,2,0,1,0,0
S00089772,62,0,9,43,5,2,0,2,0,1
S00089773,71,0,10,41,14,4,1,0,0,1
S00089774,53,3,4,36,9,1,0,0,0,0
S00089775,54,0,7,39,5,2,0,0,0,1
S00089776,66,0,15,40,8,3,0,0,0,0
S00089777,59,0,12,35,8,2,0,0,1,1
S00089778,75,0,8,20,40,3,0,2,0,2
S00089779,66,3,13,27,19,2,0,0,0,2
S00089780,55,2,27,21,3,2,0,0,0,0
S00089781,69,0,17,41,5,4,1,0,0,1
S00089782,56,1,7,42,6,0,0,0,0,0
S00089783,57,0,1,30,25,1,0,0,0,0
S00089784,37,0,8,21,7,1,0,0,0,0
S00089785,64,0,4,6,44,6,2,1,0,1
S00089786,38,0,0,2,27,5,3,0,1,0
S00089787,55,0,11,16,23,3,1,1,0,0
S00089788,37,0,4,17,9,6,0,1,0,0
S00089789,71,1,20,36,10,3,0,1,0,0
S00089790,95,0,4,46,42,3,0,0,0,0
S00089791,42,1,10,15,3,11,2,0,0,0
S00089792,44,0,1,6,21,8,1,4,2,1
S00089793,43,0,1,18,15,4,3,0,1,1
S00089794,36,1,1,5,16,5,3,1,3,1
S00089795,72,1,4,14,32,8,5,3,3,2
S00089796,72,0,3,24,36,5,2,1,1,0
S00089797,63,0,3,15,37,4,2,1,0,1
S00089798,63,0,6,35,17,2,2,1,0,0
S00089799,70,4,1,8,12,4,23,10,7,1
S00089800,65,0,3,30,16,5,8,3,0,0
S00089801,62,0,4,13,38,3,2,1,0,1
S00089802,72,1,2,9,31,21,7,0,0,1
S00089803,40,0,1,2,28,8,1,0,0,0
S00089804,58,0,1,2,26,17,10,2,0,0
S00089805,40,0,3,0,32,3,2,0,0,0
S00089806,50,0,0,2,35,8,3,0,1,1
S00089807,42,0,1,2,28,11,0,0,0,0
S00089808,38,0,1,1,17,14,2,2,1,0
S00089809,53,2,4,20,25,2,0,0,0,0
S00089810,28,0,1,0,6,17,3,1,0,0
S00089811,41,0,2,3,29,6,1,0,0,0
S00089812,42,0,0,3,3,28,6,1,0,1
S00089813,57,0,0,3,8,34,12,0,0,0
S00089814,45,1,2,27,4,8,1,0,2,0
S00089815,40,0,0,2,11,20,6,0,1,0
S00089816,52,0,1,2,24,22,2,1,0,0
S00089817,59,0,1,7,20,30,1,0,0,0
S00089818,38,0,1,2,9,24,2,0,0,0
S00089819,73,0,1,2,38,27,1,0,2,2
S00089820,50,0,2,2,26,19,1,0,0,0
S00089821,51,1,2,10,12,19,5,2,0,0
S00089822,44,0,1,1,17,22,2,1,0,0
S00089823,43,1,1,11,4,21,4,1,0,0
S00089824,72,0,0,11,37,16,4,4,0,0
S00089825,68,0,1,10,21,28,5,1,2,0
S00089826,50,0,0,5,32,8,3,2,0,0
S00089827,46,0,0,0,26,15,4,1,0,0
S00089828,54,1,24,24,4,0,1,0,0,0
S00089829,42,0,0,2,18,17,2,1,0,2
S00089830,51,0,1,0,31,17,2,0,0,0
S00089831,46,0,1,0,16,20,7,1,1,0
S00089832,40,0,0,5,20,15,0,0,0,0
S00089833,65,0,1,7,47,9,0,0,1,0
S00089834,40,0,0,3,20,12,2,1,1,1
S00089835,43,0,1,7,28,7,0,0,0,0
S00089836,72,0,0,8,36,22,5,0,1,0
S00089837,68,2,4,4,42,10,3,2,1,0
S00089838,68,1,4,18,33,10,1,0,1,0
S00089839,35,0,0,4,13,13,4,0,1,0
S00089840,35,0,1,1,24,9,0,0,0,0
S00089841,48,0,0,2,19,22,2,1,0,2
S00089842,40,0,1,1,25,9,4,0,0,0
S00089843,50,0,0,7,13,22,6,1,1,0
S00089844,51,0,1,11,11,23,2,1,2,0
S00089845,55,0,0,2,20,26,3,0,3,1
S00089846,36,0,0,5,15,14,2,0,0,0
S00089847,34,0,1,1,13,17,2,0,0,0
S00089848,46,0,0,0,14,29,1,1,0,1
S00089849,59,0,0,4,22,27,6,0,0,0
S00089850,65,0,3,11,43,7,1,0,0,0
S00089851,40,1,1,3,21,13,1,0,0,0
S00089852,70,0,6,7,56,1,0,0,0,0
S00089853,70,0,3,6,60,0,0,1,0,0
S00089854,68,0,3,10,50,4,1,0,0,0
S00089855,72,0,1,4,61,2,3,1,0,0
S00089856,75,0,4,11,21,35,4,0,0,0
S00089857,57,0,0,3,28,20,5,1,0,0
S00089858,37,0,1,1,2,30,2,0,0,1
S00089859,48,0,3,4,41,0,0,0,0,0
S00089860,48,0,2,4,40,2,0,0,0,0
S00089861,51,1,2,24,24,0,0,0,0,0
S00089862,68,2,2,34,4,20,6,0,0,0
S00089863,64,0,0,0,9,15,14,13,11,2
S00089864,76,1,3,4,44,17,3,2,2,0
S00089865,57,0,0,7,20,26,2,2,0,0
S00089866,49,0,5,14,29,1,0,0,0,0
S00089867,52,0,0,2,42,7,1,0,0,0
S00089868,40,1,0,17,21,1,0,0,0,0
S00089869,67,0,3,15,12,34,2,1,0,0
S00089870,48,0,0,0,2,35,8,1,2,0
S00089871,63,0,5,29,17,10,1,1,0,0
S00089872,59,0,0,1,26,28,3,1,0,0
S00089873,67,0,0,2,7,53,4,1,0,0
S00089874,69,1,5,2,55,3,3,0,0,0
S00089875,68,0,1,15,12,32,7,0,1,0
S00089876,51,0,0,1,3,21,16,10,0,0
S00089877,45,0,0,8,1,19,7,10,0,0
S00089878,51,0,1,21,14,13,2,0,0,0
S00089879,62,0,2,1,37,6,11,2,3,0
S00089880,66,0,0,1,6,14,23,17,3,2
S00089881,74,0,2,2,37,29,2,1,0,1
S00089882,51,0,1,0,8,7,13,5,10,7
S00089883,46,0,1,0,13,13,12,5,0,2
S00089884,36,0,0,0,4,3,3,7,8,11
S00089885,76,0,2,35,27,4,4,4,0,0
S00089886,57,2,1,6,30,3,8,5,0,2
S00089887,49,0,2,6,33,7,1,0,0,0
S00089888,38,2,0,2,27,6,1,0,0,0
S00089889,49,1,11,29,3,3,1,1,0,0
S00089890,65,0,3,17,29,8,8,0,0,0
S00089891,69,0,4,18,9,7,4,19,5,3
S00089892,67,0,3,11,41,5,3,2,1,1
S00089893,73,1,4,30,31,5,0,1,1,0
S00089894,86,1,9,21,33,7,4,8,0,3
S00089895,40,0,2,2,35,0,0,0,1,0
S00089896,45,0,1,6,29,8,0,0,0,1
S00089897,66,2,4,21,36,0,2,0,0,1
S00089898,65,0,1,13,44,4,0,0,2,1
S00089899,51,0,0,0,4,7,16,8,9,7
S00089900,49,0,0,1,3,17,13,6,4,5
S00089901,40,0,1,1,3,7,13,6,6,3
S00089902,74,0,0,3,16,28,15,7,4,1
S00089903,67,0,0,3,5,36,15,5,3,0
S00089904,42,0,1,2,23,12,3,1,0,0
S00089905,52,0,1,1,8,12,13,10,4,3
S00089906,42,0,1,3,23,11,3,1,0,0
S00089907,49,0,0,0,2,13,11,9,6,8
S00089908,43,0,0,0,6,9,10,5,8,5
S00089909,28,0,1,3,15,6,3,0,0,0
S00089910,50,0,0,2,30,16,2,0,0,0
S00089911,64,0,0,4,36,18,3,3,0,0
S00089912,56,0,0,5,45,4,1,0,0,1
S00089913,47,0,0,11,13,5,13,2,3,0
S00089914,40,0,2,5,20,9,2,2,0,0
S00089915,40,0,0,0,0,4,16,8,8,4
S00089916,59,0,5,19,31,3,1,0,0,0
S00089917,43,0,1,3,20,14,3,0,2,0
S00089918,45,0,6,33,1,2,0,1,2,0
S00089919,42,0,0,0,6,9,14,6,3,4
S00089920,52,0,1,3,33,10,2,0,0,3
S00089921,40,0,0,4,31,5,0,0,0,0
S00089922,41,1,0,5,22,9,3,1,0,0
S00089923,41,0,0,4,24,7,6,0,0,0
S00089924,42,0,1,4,34,2,1,0,0,0
S00089925,47,0,3,4,34,2,2,0,2,0
S00089926,49,0,0,3,30,13,2,0,1,0
S00089927,43,0,0,2,27,13,0,1,0,0
S00089928,50,0,1,5,18,18,5,1,1,1
S00089929,54,0,1,7,34,9,2,1,0,0
S00089930,41,1,1,5,24,5,1,0,1,3
S00089931,44,0,1,6,21,14,2,0,0,0
S00089932,50,0,0,4,15,22,7,1,0,1
S00089933,39,0,2,2,26,5,4,0,0,0
S00089934,39,0,1,0,33,3,1,1,0,0
S00089935,58,0,2,0,53,2,1,0,0,0
S00089936,41,1,4,18,13,4,1,0,0,0
S00089937,36,0,0,5,21,10,0,0,0,0
S00089938,58,0,1,21,30,6,0,0,0,0
S00089939,66,0,3,17,37,5,0,2,0,2
S00089940,55,0,5,9,36,4,1,0,0,0
S00089941,49,0,2,2,30,15,0,0,0,0
S00089942,39,1,1,17,18,1,1,0,0,0
S00089943,44,1,1,11,24,6,1,0,0,0
S00089944,47,0,4,36,4,2,0,1,0,0
S00089945,58,0,2,5,28,20,3,0,0,0
S00089946,62,0,4,16,24,16,2,0,0,0
S00089947,40,0,0,5,12,17,3,2,1,0
S00089948,71,0,4,4,42,19,0,1,1,0
S00089949,57,1,2,14,0,37,2,1,0,0
S00089950,53,0,1,10,33,6,2,0,0,1
S00089951,48,0,0,15,12,9,4,5,2,1
S00089952,57,1,0,15,19,11,9,0,2,0
S00089953,40,0,1,21,15,3,0,0,0,0
S00089954,67,0,3,22,18,14,6,2,2,0
S00089955,74,0,0,4,36,28,4,0,1,1
S00089956,48,1,1,39,5,1,1,0,0,0
S00089957,45,0,0,2,10,28,3,0,2,0
S00089958,43,0,0,2,18,17,4,1,1,0
S00089959,56,0,0,16,16,14,8,0,2,0
S00089960,38,0,0,0,5,29,2,1,0,1
S00089961,44,0,1,10,14,6,8,2,3,0
S00089962,55,1,0,45,8,1,0,0,0,0
S00089963,53,0,3,23,24,3,0,0,0,0
S00089964,72,2,7,53,6,1,0,2,1,0
S00089965,70,1,3,4,35,23,2,0,2,0
S00089966,68,0,0,4,43,19,2,0,0,0
S00089967,54,0,0,3,42,8,1,0,0,0
S00089968,41,0,1,5,30,4,0,0,0,1
S00089969,47,0,0,1,38,6,0,1,1,0
S00089970,42,0,1,2,21,12,5,1,0,0
S00089971,73,0,2,5,38,21,6,0,0,1
S00089972,43,0,0,0,27,11,5,0,0,0
S00089973,44,0,1,1,29,12,1,0,0,0
S00089974,41,0,0,2,15,16,6,1,0,1
S00089975,54,0,1,1,34,18,0,0,0,0
S00089976,46,0,3,3,30,9,1,0,0,0
S00089977,42,0,0,2,28,9,1,0,1,1
S00089978,67,0,2,4,49,9,1,1,1,0
S00089979,44,0,2,1,21,17,1,1,0,1
S00089980,49,2,4,9,29,4,1,0,0,0
S00089981,50,1,8,37,3,0,0,0,1,0
S00089982,45,1,2,4,37,1,0,0,0,0
S00089983,37,0,0,6,29,2,0,0,0,0
S00089984,47,0,1,2,29,14,1,0,0,0
S00089985,50,0,3,4,33,10,0,0,0,0
S00089986,50,1,1,23,24,1,0,0,0,0
S00089987,43,0,4,2,28,8,1,0,0,0
S00089988,49,0,3,2,31,12,1,0,0,0
S00089989,48,0,0,4,36,4,2,1,1,0
S00089990,42,0,3,3,30,6,0,0,0,0
S00089991,42,0,0,4,10,22,5,0,0,1
S00089992,59,0,1,1,16,37,4,0,0,0
S00089993,39,0,0,0,2,1,4,2,4,26
S00089994,44,0,1,7,7,0,1,1,3,24
S00089995,40,0,0,1,2,11,5,3,4,14
S00089996,24,0,0,0,0,1,0,8,10,5
S00089997,57,0,0,0,3,5,12,17,7,13
S00089998,75,0,1,0,25,11,12,7,12,7
S00089999,47,0,0,1,4,7,8,15,7,5
S00090000,44,0,0,0,2,3,7,17,11,4
S00090001,39,0,0,0,2,2,7,16,7,5
S00090002,60,0,0,3,25,26,5,0,1,0
S00090003,48,0,0,1,19,17,11,0,0,0
S00090004,34,0,2,1,13,14,3,0,1,0
S00090005,25,0,0,1,6,13,5,0,0,0
S00090006,44,3,6,14,6,14,1,0,0,0
S00090007,71,0,0,2,5,53,8,1,1,1
S00090008,53,3,3,28,3,12,1,3,0,0
S00090009,44,0,0,2,27,12,1,1,1,0
S00090010,38,0,0,1,19,15,3,0,0,0
S00090011,49,0,2,2,23,16,4,1,0,1
S00090012,54,0,0,4,22,17,9,1,1,0
S00090013,40,0,1,1,12,18,6,1,1,0
S00090014,55,0,1,3,29,19,3,0,0,0
S00090015,41,0,1,2,28,7,2,1,0,0
S00090016,50,1,4,14,8,13,7,1,1,1
S00090017,48,0,1,1,23,19,2,0,2,0
S00090018,50,0,0,2,17,27,3,1,0,0
S00090019,21,0,0,1,7,10,2,1,0,0
S00090020,26,0,0,2,12,11,1,0,0,0
S00090021,53,0,0,2,28,20,2,1,0,0
S00090022,46,0,0,2,25,15,2,0,0,2
S00090023,41,0,3,21,13,4,0,0,0,0
S00090024,54,0,0,3,18,27,6,0,0,0
S00090025,49,0,0,0,6,29,9,1,3,1
S00090026,29,0,0,3,4,20,2,0,0,0
S00090027,51,0,1,2,6,39,1,0,2,0
S00090028,52,0,1,2,20,27,1,0,0,1
S00090029,36,0,0,2,4,28,1,1,0,0
S00090030,40,0,2,0,21,11,4,2,0,0
S00090031,52,0,0,2,10,38,2,0,0,0
S00090032,43,0,0,1,20,17,5,0,0,0
S00090033,47,0,1,1,4,37,3,0,0,1
S00090034,48,0,1,0,8,34,3,1,0,1
S00090035,41,0,0,0,4,35,1,0,0,1
S00090036,48,0,0,1,2,37,3,5,0,0
S00090037,50,0,0,1,2,43,2,0,0,2
S00090038,42,0,0,2,2,36,2,0,0,0
S00090039,51,0,2,6,7,34,1,1,0,0
S00090040,64,0,0,3,25,34,1,1,0,0
S00090041,26,0,0,1,3,19,1,0,2,0
S00090042,50,1,2,3,21,21,1,0,0,1
S00090043,54,0,0,2,24,26,2,0,0,0
S00090044,53,0,0,5,21,22,5,0,0,0
S00090045,75,0,1,5,30,35,3,0,0,1
S00090046,39,1,2,24,8,2,0,1,0,1
S00090047,42,0,1,7,18,12,3,1,0,0
S00090048,48,0,0,5,27,15,0,0,0,1
S00090049,54,0,3,8,18,22,3,0,0,0
S00090050,46,1,2,14,4,17,5,2,1,0
S00090051,55,0,1,4,20,27,2,1,0,0
S00090052,44,0,0,11,10,19,2,0,0,2
S00090053,44,0,2,4,20,16,1,1,0,0
S00090054,58,0,0,4,7,44,2,0,0,1
S00090055,44,0,0,1,4,34,4,0,1,0
S00090056,35,0,0,4,24,4,3,0,0,0
S00090057,49,1,5,2,18,19,2,0,1,1
S00090058,49,1,5,38,4,1,0,0,0,0
S00090059,68,0,1,2,33,23,6,1,2,0
S00090060,50,0,0,6,27,16,1,0,0,0
