output_area,All occupied household spaces,One person,Two people,Three people,Four people,Five people,Six people,Seven people,Eight or more people
S00102583,53,18,10,9,14,1,1,0,0
S00102584,47,6,19,10,9,3,0,0,0
S00102585,82,47,20,6,7,2,0,0,0
S00102586,51,25,18,4,2,1,1,0,0
S00102587,43,33,5,1,2,2,0,0,0
S00102588,30,16,7,4,3,0,0,0,0
S00102589,49,32,13,2,2,0,0,0,0
S00102590,32,10,10,4,6,2,0,0,0
S00102591,23,8,5,5,1,4,0,0,0
S00102592,61,33,18,4,6,0,0,0,0
S00102593,50,18,15,10,6,1,0,0,0
S00102594,47,6,13,14,9,5,0,0,0
S00102595,61,9,25,17,7,2,1,0,0
S00102596,51,5,25,10,8,3,0,0,0
S00102597,54,9,20,13,8,4,0,0,0
S00102598,60,19,22,7,9,2,1,0,0
S00102599,74,15,36,15,7,1,0,0,0
S00102600,61,7,18,18,14,4,0,0,0
S00102601,50,11,28,5,6,0,0,0,0
S00102602,84,30,22,23,5,3,1,0,0
S00102603,50,39,9,2,0,0,0,0,0
S00102604,31,10,14,5,2,0,0,0,0
S00102605,48,22,18,3,4,1,0,0,0
S00102606,81,51,20,7,0,1,2,0,0
S00102607,45,14,15,7,7,2,0,0,0
S00102608,37,14,15,5,3,0,0,0,0
S00102609,51,27,12,6,2,2,2,0,0
S00102610,59,30,16,9,4,0,0,0,0
S00102611,41,17,16,5,3,0,0,0,0
S00102612,55,16,20,12,5,1,0,1,0
S00102613,27,9,12,5,1,0,0,0,0
S00102614,45,23,13,8,1,0,0,0,0
S00102615,54,24,11,11,3,4,1,0,0
S00102616,65,27,23,5,5,3,1,1,0
S00102617,60,16,27,12,5,0,0,0,0
S00102618,69,25,17,16,7,3,0,1,0
S00102619,53,17,14,13,9,0,0,0,0
S00102620,47,21,7,9,4,3,1,1,1
S00102621,65,21,13,14,11,5,1,0,0
S00102622,62,25,18,8,6,4,1,0,0
S00102623,39,15,9,6,7,2,0,0,0
S00102624,50,27,13,6,4,0,0,0,0
S00102625,72,20,29,12,9,2,0,0,0
S00102626,50,20,18,6,5,1,0,0,0
S00102627,46,31,10,3,1,1,0,0,0
S00102628,46,20,14,5,3,4,0,0,0
S00102629,84,48,21,10,4,1,0,0,0
S00102630,73,36,27,5,5,0,0,0,0
S00102631,43,15,18,4,6,0,0,0,0
S00102632,44,18,13,7,5,1,0,0,0
S00102633,44,14,22,4,4,0,0,0,0
S00102634,44,7,16,10,7,4,0,0,0
S00102635,33,1,12,7,9,3,1,0,0
S00102636,34,7,13,7,6,1,0,0,0
S00102637,47,17,17,4,8,0,1,0,0
S00102638,26,9,9,6,0,2,0,0,0
S00102639,59,10,18,13,15,3,0,0,0
S00102640,47,13,13,9,8,4,0,0,0
S00102641,37,12,12,6,4,1,1,1,0
S00102642,30,3,8,9,6,3,1,0,0
S00102643,52,12,29,6,5,0,0,0,0
S00102644,45,9,23,4,4,5,0,0,0
S00102645,43,9,22,5,6,1,0,0,0
S00102646,59,25,15,9,8,2,0,0,0
S00102647,68,31,26,5,4,2,0,0,0
S00102648,62,8,24,9,13,7,1,0,0
S00102649,51,18,23,4,5,1,0,0,0
S00102650,43,30,10,2,0,1,0,0,0
S00102651,44,21,16,4,3,0,0,0,0
S00102652,61,29,20,10,2,0,0,0,0
S00102653,34,14,12,4,4,0,0,0,0
S00102654,53,8,14,17,8,2,2,2,0
S00102655,46,8,11,19,5,2,1,0,0
S00102656,65,13,24,18,5,5,0,0,0
S00102657,67,14,22,17,9,5,0,0,0
S00102658,46,7,12,9,8,8,1,0,1
S00102659,36,7,11,7,6,2,2,1,0
S00102660,54,28,13,8,3,2,0,0,0
S00102661,49,7,14,6,17,2,2,1,0
S00102662,48,11,13,11,9,2,2,0,0
S00102663,52,22,14,9,5,1,1,0,0
S00102664,27,13,9,2,2,1,0,0,0
S00102665,71,19,15,21,11,4,1,0,0
S00102666,54,16,20,5,7,4,2,0,0
S00102667,39,14,12,8,5,0,0,0,0
S00102668,41,22,8,3,4,4,0,0,0
S00102669,52,29,15,5,2,1,0,0,0
S00102670,40,22,10,6,2,0,0,0,0
S00102671,20,6,5,3,3,2,1,0,0
S00102672,26,12,7,4,3,0,0,0,0
S00102673,43,17,12,6,6,1,1,0,0
S00102674,45,24,8,12,1,0,0,0,0
S00102675,51,16,19,10,5,1,0,0,0
S00102676,53,14,16,11,10,2,0,0,0
S00102677,45,18,15,5,6,0,1,0,0
S00102678,51,12,17,9,8,2,3,0,0
S00102679,61,23,21,6,8,2,0,1,0
S00102680,51,15,18,5,7,5,1,0,0
S00102681,49,11,18,10,9,1,0,0,0
S00102682,52,22,11,12,6,0,1,0,0
S00102683,38,8,9,8,10,3,0,0,0
S00102684,77,23,27,17,8,0,1,1,0
S00102685,62,16,10,15,14,6,0,1,0
S00102686,54,20,11,12,9,2,0,0,0
S00102687,33,8,8,12,4,0,1,0,0
S00102688,52,21,14,9,6,2,0,0,0
S00102689,38,7,15,3,10,2,1,0,0
S00102690,47,13,19,6,6,2,1,0,0
S00102691,38,5,9,10,11,2,0,1,0
S00102692,76,17,29,14,11,3,0,1,1
S00102693,38,10,8,9,10,1,0,0,0
S00102694,59,11,18,13,14,3,0,0,0
S00102695,40,10,12,11,6,1,0,0,0
S00102696,52,7,18,9,12,4,2,0,0
S00102697,31,9,11,3,8,0,0,0,0
S00102698,58,12,21,11,10,4,0,0,0
S00102699,70,21,26,12,10,0,0,1,0
S00102700,69,12,28,9,14,4,2,0,0
S00102701,55,14,18,13,8,2,0,0,0
S00102702,58,27,13,13,2,3,0,0,0
S00102703,55,13,11,14,14,2,0,1,0
S00102704,56,26,18,5,7,0,0,0,0
S00102705,57,15,21,11,6,3,1,0,0
S00102706,65,36,10,8,4,7,0,0,0
S00102707,43,20,13,7,2,1,0,0,0
S00102708,50,16,12,11,5,2,2,0,2
S00102709,55,38,9,2,3,3,0,0,0
S00102710,53,16,10,14,6,7,0,0,0
S00102711,55,16,21,10,5,2,1,0,0
S00102712,49,13,14,12,8,2,0,0,0
S00102713,45,13,11,8,10,3,0,0,0
S00102714,42,7,9,14,7,4,1,0,0
S00102715,38,9,13,4,8,3,1,0,0
S00102716,42,11,15,7,7,1,1,0,0
S00102717,41,20,10,4,4,3,0,0,0
S00102718,94,21,34,10,18,7,4,0,0
S00102719,58,17,16,8,13,3,1,0,0
S00102720,43,27,8,6,0,2,0,0,0
S00102721,56,21,18,7,7,3,0,0,0
S00102722,40,12,15,6,6,1,0,0,0
S00102723,50,15,14,7,9,5,0,0,0
S00102724,40,12,19,6,1,2,0,0,0
S00102725,43,21,8,10,4,0,0,0,0
S00102726,26,2,7,5,8,3,0,1,0
S00102727,54,31,13,7,2,1,0,0,0
S00102728,44,4,21,7,11,1,0,0,0
S00102729,47,24,9,12,1,1,0,0,0
S00102730,77,29,21,12,10,5,0,0,0
S00102731,43,8,9,9,16,1,0,0,0
S00102732,31,16,10,4,1,0,0,0,0
S00102733,34,18,10,4,1,1,0,0,0
S00102734,72,13,26,8,19,6,0,0,0
S00102735,35,19,11,3,2,0,0,0,0
S00102736,31,3,14,4,7,3,0,0,0
S00102737,36,22,7,4,1,1,1,0,0
S00102738,35,6,14,6,7,1,0,0,1
S00102739,41,5,10,9,11,5,0,0,1
S00102740,68,10,25,12,13,6,1,1,0
S00102741,49,26,12,9,2,0,0,0,0
S00102742,52,19,13,8,6,6,0,0,0
S00102743,31,10,12,4,4,0,1,0,0
S00102744,43,7,17,8,4,5,1,0,1
S00102745,47,34,8,4,1,0,0,0,0
S00102746,41,24,7,4,4,2,0,0,0
S00102747,54,9,16,17,8,4,0,0,0
S00102748,47,8,12,13,13,1,0,0,0
S00102749,42,12,16,6,8,0,0,0,0
S00102750,22,1,11,2,3,5,0,0,0
S00102751,77,6,22,14,26,5,4,0,0
S00102752,43,25,12,4,1,1,0,0,0
S00102753,56,39,15,2,0,0,0,0,0
S00102754,28,9,6,8,2,2,0,1,0
S00102755,22,5,9,3,2,3,0,0,0
S00102756,36,9,7,6,12,2,0,0,0
S00102757,45,27,9,7,1,1,0,0,0
S00102758,52,23,12,5,8,3,0,1,0
S00102759,36,20,11,4,1,0,0,0,0
S00102760,52,29,15,5,2,1,0,0,0
S00102761,38,17,11,5,4,0,1,0,0
S00102762,59,19,20,4,13,3,0,0,0
S00102763,37,15,12,5,5,0,0,0,0
S00102764,51,24,10,6,9,2,0,0,0
S00102765,57,6,22,12,12,4,1,0,0
S00102766,31,7,11,9,4,0,0,0,0
S00102767,68,16,27,11,12,1,1,0,0
S00102768,61,9,12,15,22,3,0,0,0
S00102769,26,3,9,5,8,1,0,0,0
S00102770,49,26,12,5,5,1,0,0,0
S00102771,63,38,9,9,4,2,1,0,0
S00102772,70,29,19,11,6,5,0,0,0
S00102773,76,53,17,6,0,0,0,0,0
S00102774,26,5,15,4,2,0,0,0,0
S00102775,102,17,23,23,27,9,2,0,1
S00102776,50,21,12,3,10,4,0,0,0
S00102777,37,10,13,11,3,0,0,0,0
S00102778,46,12,21,6,5,1,1,0,0
S00102779,49,11,25,4,7,2,0,0,0
S00102780,56,10,20,13,9,3,1,0,0
S00102781,25,4,8,8,4,0,1,0,0
S00102782,55,47,5,2,0,1,0,0,0
S00102783,44,0,23,8,12,1,0,0,0
S00102784,46,6,6,8,20,5,1,0,0
S00102785,45,8,20,9,6,2,0,0,0
S00102786,69,11,26,10,18,3,1,0,0
S00102787,50,9,17,10,8,3,1,2,0
S00102788,63,11,23,9,12,7,1,0,0
S00102789,60,20,22,5,7,6,0,0,0
S00102790,31,6,17,3,1,3,0,1,0
S00102791,32,11,12,2,4,3,0,0,0
S00102792,61,21,20,8,8,4,0,0,0
S00102793,49,11,15,10,11,1,1,0,0
S00102794,43,12,14,7,8,2,0,0,0
S00102795,55,38,12,3,1,1,0,0,0
S00102796,42,25,12,1,3,1,0,0,0
S00102797,37,22,10,4,0,1,0,0,0
S00102798,58,31,20,7,0,0,0,0,0
S00102799,57,12,16,9,15,4,1,0,0
S00102800,41,12,14,9,6,0,0,0,0
S00102801,38,6,15,6,8,2,1,0,0
S00102802,41,19,11,6,3,2,0,0,0
S00102803,53,13,19,6,11,4,0,0,0
S00102804,51,15,15,8,8,5,0,0,0
S00102805,54,18,24,2,6,4,0,0,0
S00102806,45,20,7,8,6,3,1,0,0
S00102807,53,11,21,5,10,6,0,0,0
S00102808,83,20,28,13,18,4,0,0,0
S00102809,85,38,29,11,4,1,1,1,0
S00102810,62,21,15,11,14,1,0,0,0
S00102811,32,4,14,4,8,2,0,0,0
S00102812,22,1,8,6,5,2,0,0,0
S00102813,66,19,23,14,9,1,0,0,0
S00102814,45,16,11,7,8,3,0,0,0
S00102815,59,6,18,9,20,5,1,0,0
S00102816,61,6,32,11,8,4,0,0,0
S00102817,43,14,13,4,9,3,0,0,0
S00102818,55,7,20,11,15,2,0,0,0
S00102819,64,13,21,11,15,4,0,0,0
S00102820,47,8,20,12,6,1,0,0,0
S00102821,54,24,21,5,4,0,0,0,0
S00102822,55,25,27,3,0,0,0,0,0
S00102823,39,23,15,0,1,0,0,0,0
S00102824,46,30,8,1,3,4,0,0,0
S00102825,38,22,8,3,3,1,0,1,0
S00102826,65,20,19,10,13,2,1,0,0
S00102827,39,11,17,5,5,1,0,0,0
S00102828,40,8,15,6,9,0,2,0,0
S00102829,60,19,25,8,7,1,0,0,0
S00102830,43,9,13,8,10,3,0,0,0
S00102831,47,10,16,9,10,2,0,0,0
S00102832,49,5,22,7,9,6,0,0,0
S00102833,45,11,13,10,9,2,0,0,0
S00102834,71,20,17,13,10,9,2,0,0
S00102835,69,61,8,0,0,0,0,0,0
S00102836,66,37,20,4,5,0,0,0,0
S00102837,67,18,19,9,20,1,0,0,0
S00102838,57,7,16,8,19,6,1,0,0
S00102839,44,6,24,6,4,3,0,1,0
S00102840,54,5,14,9,20,4,1,0,1
S00102841,53,19,9,9,12,3,1,0,0
S00102842,70,3,20,20,21,4,2,0,0
S00102843,63,30,14,6,10,2,0,1,0
S00102844,63,35,26,2,0,0,0,0,0
S00102845,31,6,10,5,6,2,2,0,0
S00102846,28,5,7,5,8,2,0,1,0
S00102847,26,5,10,4,6,0,1,0,0
S00102848,57,24,9,10,11,2,1,0,0
S00102849,58,10,13,14,16,3,1,1,0
S00102850,58,10,21,12,12,3,0,0,0
S00102851,76,19,25,11,14,5,2,0,0
S00102852,73,13,15,17,23,3,2,0,0
S00102853,49,8,15,7,12,4,3,0,0
S00102854,49,7,17,11,8,5,1,0,0
S00102855,41,9,14,9,6,2,0,1,0
S00102856,48,11,12,10,12,3,0,0,0
S00102857,69,4,21,19,20,3,2,0,0
S00102858,77,15,23,12,19,7,0,1,0
S00102859,69,12,27,7,15,8,0,0,0
S00102860,55,6,20,14,10,5,0,0,0
S00102861,40,6,14,8,9,3,0,0,0
S00102862,46,13,16,8,7,2,0,0,0
S00102863,56,1,18,15,16,6,0,0,0
S00102864,32,3,9,7,10,3,0,0,0
S00102865,23,3,7,5,5,3,0,0,0
S00102866,36,9,14,5,5,2,1,0,0
S00102867,49,3,22,7,14,2,1,0,0
S00102868,51,5,18,9,15,4,0,0,0
S00102869,44,7,14,4,17,2,0,0,0
S00102870,54,8,8,13,17,7,1,0,0
S00102871,45,17,12,9,6,1,0,0,0
S00102872,50,13,10,11,11,4,1,0,0
S00102873,50,17,14,6,11,1,1,0,0
S00102874,49,11,12,10,12,4,0,0,0
S00102875,48,9,16,7,11,4,1,0,0
S00102876,70,11,16,14,19,8,1,0,1
S00102877,51,7,17,5,19,2,1,0,0
S00102878,76,47,21,5,2,1,0,0,0
S00102879,53,3,23,11,12,3,1,0,0
S00102880,48,6,20,6,9,4,2,1,0
S00102881,41,9,13,11,3,4,0,1,0
S00102882,46,9,10,11,10,5,1,0,0
S00102883,48,8,12,12,11,4,1,0,0
S00102884,44,4,12,11,13,3,1,0,0
S00102885,78,15,20,14,23,6,0,0,0
S00102886,67,10,20,20,13,4,0,0,0
S00102887,52,10,16,9,13,3,0,1,0
S00102888,45,8,10,9,13,4,1,0,0
S00102889,54,11,23,11,5,3,1,0,0
S00102890,51,10,12,20,6,1,2,0,0
S00102891,57,9,18,11,17,2,0,0,0
S00102892,43,6,16,11,7,3,0,0,0
S00102893,45,15,13,3,11,3,0,0,0
S00102894,50,12,17,10,6,3,1,0,1
S00102895,45,13,20,2,3,5,1,0,1
S00102896,48,8,11,10,12,5,2,0,0
S00102897,59,12,22,12,12,0,1,0,0
S00102898,40,9,17,4,8,2,0,0,0
S00102899,55,12,17,10,9,4,1,0,2
S00102900,21,4,5,2,9,1,0,0,0
S00102901,66,12,19,15,19,1,0,0,0
S00102902,54,12,15,13,10,4,0,0,0
S00102903,56,11,20,9,9,5,1,0,1
S00102904,44,13,11,10,8,2,0,0,0
S00102905,49,7,13,9,14,3,3,0,0
S00102906,43,10,13,10,7,3,0,0,0
S00102907,39,15,10,4,9,1,0,0,0
S00102908,56,29,16,4,4,1,2,0,0
S00102909,39,2,9,15,9,3,1,0,0
S00102910,37,13,8,7,7,2,0,0,0
S00102911,61,11,18,14,10,4,4,0,0
S00102912,44,21,7,9,5,1,1,0,0
S00102913,59,23,21,8,3,3,1,0,0
S00102914,40,11,12,8,5,3,1,0,0
S00102915,45,14,17,8,6,0,0,0,0
S00102916,62,32,20,3,6,1,0,0,0
S00102917,49,14,14,12,7,1,1,0,0
S00102918,53,35,12,2,4,0,0,0,0
S00102919,45,18,17,2,6,2,0,0,0
S00102920,42,8,14,5,10,3,2,0,0
S00102921,67,39,15,8,2,2,0,0,1
S00102922,46,8,17,9,6,5,1,0,0
S00102923,55,29,17,1,6,0,1,0,1
S00102924,50,6,14,11,15,3,1,0,0
S00102925,49,7,22,8,5,6,1,0,0
S00102926,42,8,15,4,11,2,2,0,0
S00102927,58,7,11,11,22,6,1,0,0
S00102928,51,9,25,8,6,1,1,1,0
S00102929,52,16,22,5,5,3,1,0,0
S00102930,46,7,15,13,11,0,0,0,0
S00102931,55,17,18,8,6,4,1,0,1
S00102932,51,9,25,4,9,2,1,0,1
S00102933,49,12,14,11,9,1,2,0,0
S00102934,59,17,22,9,7,4,0,0,0
S00102935,56,11,22,15,7,1,0,0,0
S00102936,46,11,14,9,7,5,0,0,0
S00102937,51,10,20,12,9,0,0,0,0
S00102938,36,10,7,10,8,1,0,0,0
S00102939,43,10,15,10,6,1,1,0,0
S00102940,65,11,30,10,13,0,0,1,0
S00102941,44,8,9,12,13,2,0,0,0
S00102942,46,9,15,14,6,1,0,1,0
S00102943,52,11,11,13,14,2,0,1,0
S00102944,41,8,11,11,10,1,0,0,0
S00102945,55,10,21,9,11,3,1,0,0
S00102946,46,10,15,10,7,4,0,0,0
S00102947,70,17,28,11,12,2,0,0,0
S00102948,70,15,26,12,15,1,1,0,0
S00102949,57,14,15,13,12,2,1,0,0
S00102950,73,6,28,11,21,5,1,1,0
S00102951,50,4,20,5,12,7,1,1,0
S00102952,50,13,17,8,9,2,0,0,1
S00102953,41,9,14,4,11,3,0,0,0
S00102954,58,9,17,9,15,6,2,0,0
S00102955,69,10,24,11,11,11,2,0,0
S00102956,61,38,12,4,5,0,1,1,0
S00102957,47,7,9,7,14,9,1,0,0
S00102958,74,14,35,12,11,2,0,0,0
S00102959,72,13,26,11,17,3,1,1,0
S00102960,54,11,17,11,13,2,0,0,0
S00102961,43,6,16,10,7,3,0,0,1
S00102962,41,6,11,13,5,5,1,0,0
S00102963,61,3,21,19,10,3,4,0,1
S00102964,42,33,4,3,1,0,1,0,0
S00102965,70,10,25,13,15,6,0,0,1
S00102966,53,32,11,2,7,1,0,0,0
S00102967,63,30,18,5,6,2,1,1,0
S00102968,66,16,26,8,10,3,1,1,1
S00102969,59,11,15,8,15,4,5,0,1
S00102970,68,19,18,9,9,9,2,2,0
S00102971,39,5,16,8,6,3,1,0,0
S00102972,45,16,13,7,6,2,0,1,0
S00102973,55,12,23,6,10,3,0,0,1
S00102974,54,12,22,6,8,5,0,0,1
S00102975,48,10,13,5,13,7,0,0,0
S00102976,49,22,15,5,1,5,0,1,0
S00102977,45,6,15,11,8,4,1,0,0
S00102978,76,21,27,8,18,1,1,0,0
S00102979,60,12,15,8,14,9,0,2,0
S00102980,51,9,20,8,12,2,0,0,0
S00102981,51,6,20,12,9,3,1,0,0
S00102982,83,21,27,16,13,4,2,0,0
S00102983,53,29,24,0,0,0,0,0,0
S00102984,69,53,15,0,1,0,0,0,0
S00102985,32,6,9,7,7,3,0,0,0
S00102986,50,6,19,12,10,3,0,0,0
S00102987,56,13,19,9,12,1,1,0,1
S00102988,58,21,21,3,6,6,0,0,1
S00102989,45,8,15,11,7,4,0,0,0
S00102990,43,17,15,4,5,2,0,0,0
S00102991,37,7,17,7,4,1,1,0,0
S00102992,43,27,9,4,3,0,0,0,0
S00102993,27,2,9,6,7,3,0,0,0
S00102994,42,5,12,3,13,9,0,0,0
S00102995,53,7,22,14,6,3,1,0,0
S00102996,34,5,13,7,8,1,0,0,0
S00102997,51,17,19,5,9,0,1,0,0
S00102998,48,7,16,10,11,2,1,1,0
S00102999,49,13,15,5,13,2,1,0,0
S00103000,54,11,22,7,9,3,2,0,0
S00103001,41,4,15,13,5,2,1,0,1
S00103002,50,11,15,7,9,3,3,1,1
S00103003,53,6,18,14,10,3,0,2,0
S00103004,62,12,21,12,13,3,1,0,0
S00103005,53,20,23,4,4,2,0,0,0
S00103006,64,9,20,6,16,11,1,1,0
S00103007,66,26,21,9,6,4,0,0,0
S00103008,69,11,20,13,7,11,3,2,2
S00103009,47,7,14,12,6,6,2,0,0
S00103010,80,68,10,1,0,1,0,0,0
S00103011,52,44,5,2,1,0,0,0,0
S00103012,44,5,15,9,9,3,1,1,1
S00103013,48,14,16,9,8,0,0,0,1
S00103014,72,55,13,3,0,1,0,0,0
S00103015,75,39,24,7,2,1,2,0,0
S00103016,47,16,10,8,7,4,1,1,0
S00103017,49,15,10,13,7,3,1,0,0
S00103018,43,6,9,11,13,2,2,0,0
S00103019,29,3,8,7,7,4,0,0,0
S00103020,34,4,8,6,11,1,2,1,1
S00103021,36,10,13,7,3,2,1,0,0
S00103022,29,5,10,3,10,1,0,0,0
S00103023,50,8,15,8,6,9,3,1,0
S00103024,26,4,7,5,7,1,2,0,0
S00103025,26,6,5,4,7,1,3,0,0
S00103026,48,30,9,5,3,1,0,0,0
S00103027,41,15,16,4,3,3,0,0,0
S00103028,50,4,16,15,11,4,0,0,0
S00103029,31,8,8,5,8,2,0,0,0
S00103030,38,12,10,9,4,2,1,0,0
S00103031,54,11,14,9,17,2,0,1,0
S00103032,60,8,19,13,14,3,2,1,0
S00103033,41,13,12,10,4,2,0,0,0
S00103034,48,13,13,7,12,3,0,0,0
S00103035,65,15,17,4,17,10,1,0,1
S00103036,54,18,18,7,7,2,1,1,0
S00103037,53,20,17,11,4,1,0,0,0
S00103038,38,13,11,7,6,1,0,0,0
S00103039,54,26,16,4,7,1,0,0,0
S00103040,64,20,11,7,15,7,2,2,0
S00103041,52,9,10,6,16,7,2,2,0
S00103042,51,10,18,8,8,5,2,0,0
S00103043,58,16,15,7,13,6,1,0,0
S00103044,48,13,13,6,9,4,2,1,0
S00103045,70,23,15,21,9,2,0,0,0
S00103046,73,35,25,4,9,0,0,0,0
S00103047,42,22,8,10,1,0,1,0,0
S00103048,43,7,16,7,9,4,0,0,0
S00103049,53,19,16,10,3,3,2,0,0
S00103050,50,27,16,2,2,3,0,0,0
S00103051,58,38,10,7,2,1,0,0,0
S00103052,61,36,12,9,3,1,0,0,0
S00103053,45,22,12,5,4,2,0,0,0
S00103054,59,48,7,0,3,1,0,0,0
S00103055,49,18,13,5,8,4,0,0,1
S00103056,48,7,22,7,7,2,3,0,0
S00103057,53,1,13,11,16,7,5,0,0
S00103058,54,15,12,6,12,6,2,0,1
S00103059,70,5,36,8,10,8,3,0,0
S00103060,45,8,18,8,10,0,1,0,0
S00103061,65,31,31,3,0,0,0,0,0
S00103062,56,21,24,2,6,3,0,0,0
S00103063,37,11,20,4,1,0,1,0,0
S00103064,48,7,19,8,12,2,0,0,0
S00103065,41,7,15,10,6,1,2,0,0
S00103066,46,10,12,7,10,6,1,0,0
S00103067,55,14,20,8,10,1,1,1,0
S00103068,46,10,11,7,17,1,0,0,0
S00103069,49,7,19,7,12,2,2,0,0
S00103070,71,10,24,8,18,10,1,0,0
S00103071,63,16,27,6,8,3,3,0,0
S00103072,76,13,31,12,14,6,0,0,0
S00103073,67,16,27,6,12,5,1,0,0
S00103074,43,8,15,5,10,4,1,0,0
S00103075,41,9,13,6,9,4,0,0,0
S00103076,57,20,18,8,8,2,1,0,0
S00103077,52,8,17,16,6,4,0,0,1
S00103078,50,10,14,9,12,5,0,0,0
S00103079,50,12,24,3,4,6,1,0,0
S00103080,50,6,17,7,12,7,1,0,0
S00103081,54,11,22,6,12,3,0,0,0
S00103082,48,9,19,6,8,2,2,1,1
S00103083,37,7,12,2,9,6,1,0,0
S00103084,40,9,14,5,7,3,0,0,2
S00103085,68,16,19,9,13,7,3,1,0
S00103086,54,16,14,5,9,9,1,0,0
S00103087,58,15,23,6,9,3,1,0,1
S00103088,50,9,16,6,14,2,3,0,0
S00103089,49,15,9,11,11,2,0,0,1
S00103090,61,16,28,3,6,4,4,0,0
S00103091,43,8,17,7,8,2,1,0,0
S00103092,41,9,11,12,6,1,1,0,1
S00103093,55,15,22,5,10,2,1,0,0
S00103094,27,12,8,1,5,1,0,0,0
S00103095,42,9,11,5,10,6,0,0,1
S00103096,70,21,33,6,8,1,0,0,1
S00103097,59,15,27,7,6,3,1,0,0
S00103098,64,14,26,9,13,2,0,0,0
S00103099,86,56,18,8,1,2,1,0,0
S00103100,51,18,17,6,9,0,1,0,0
S00103101,40,23,9,3,3,1,1,0,0
S00103102,43,18,8,12,5,0,0,0,0
S00103103,45,22,14,5,3,1,0,0,0
S00103104,64,15,27,6,13,3,0,0,0
S00103105,64,17,22,10,10,5,0,0,0
S00103106,55,29,17,2,6,1,0,0,0
S00103107,66,12,24,8,13,7,0,1,1
S00103108,54,27,23,1,2,1,0,0,0
S00103109,53,48,4,1,0,0,0,0,0
S00103110,56,30,18,4,3,0,1,0,0
S00103111,52,12,22,7,7,4,0,0,0
S00103112,58,13,29,9,5,2,0,0,0
S00103113,52,20,16,8,7,1,0,0,0
S00103114,69,18,19,8,20,4,0,0,0
S00103115,47,8,18,8,5,8,0,0,0
S00103116,45,10,18,6,7,4,0,0,0
S00103117,62,26,29,6,1,0,0,0,0
S00103118,22,1,1,5,12,1,1,1,0
S00103119,69,12,14,18,15,9,0,1,0
S00103120,46,15,18,5,4,4,0,0,0
S00103121,59,33,13,7,4,2,0,0,0
S00103122,67,40,13,6,5,3,0,0,0
S00103123,55,11,18,11,7,5,2,1,0
S00103124,47,11,15,9,6,3,3,0,0
S00103125,50,21,13,10,4,2,0,0,0
S00103126,63,32,18,12,1,0,0,0,0
S00103127,63,28,15,8,6,4,2,0,0
S00103128,67,32,19,8,7,1,0,0,0
S00103129,62,31,18,3,6,4,0,0,0
S00103130,53,33,5,5,8,1,1,0,0
S00103131,46,3,14,13,10,5,1,0,0
S00103132,51,15,19,7,5,3,2,0,0
S00103133,55,6,20,6,14,3,3,2,1
S00103134,52,9,19,9,12,1,2,0,0
S00103135,47,8,11,11,10,5,2,0,0
S00103136,60,3,25,4,19,7,2,0,0
S00103137,45,27,11,5,2,0,0,0,0
S00103138,77,25,25,11,9,5,2,0,0
S00103139,59,16,26,8,6,2,0,1,0
S00103140,62,14,19,8,16,3,1,0,1
S00103141,68,38,20,7,3,0,0,0,0
S00103142,47,10,11,10,7,8,0,0,1
S00103143,59,22,19,9,5,2,2,0,0
S00103144,53,8,29,2,8,4,2,0,0
S00103145,66,22,20,4,9,8,3,0,0
S00103146,54,9,14,15,8,7,1,0,0
S00103147,72,43,20,6,2,1,0,0,0
S00103148,62,10,15,12,18,6,1,0,0
S00103149,67,15,12,15,17,5,2,0,1
S00103150,64,12,14,15,9,9,4,0,1
S00103151,65,13,20,8,20,3,1,0,0
S00103152,60,8,18,11,19,3,1,0,0
S00103153,47,5,15,11,15,1,0,0,0
S00103154,56,28,8,10,7,1,1,1,0
S00103155,59,28,11,10,6,2,2,0,0
S00103156,66,3,24,15,17,3,3,1,0
S00103157,84,10,17,16,26,10,5,0,0
S00103158,56,27,13,5,10,1,0,0,0
S00103159,69,13,16,19,10,8,1,2,0
S00103160,59,12,16,11,14,4,2,0,0
S00103161,55,16,13,10,11,2,3,0,0
S00103162,68,3,11,16,28,9,1,0,0
S00103163,43,12,12,8,9,1,1,0,0
S00103164,41,4,12,10,8,6,0,1,0
S00103165,41,7,6,8,15,3,2,0,0
S00103166,54,2,19,18,12,3,0,0,0
S00103167,30,5,5,3,12,2,3,0,0
S00103168,59,4,15,14,15,8,2,1,0
S00103169,57,14,13,10,17,2,0,1,0
S00103170,41,4,11,13,9,3,1,0,0
S00103171,37,7,10,10,8,1,0,1,0
S00103172,42,4,9,8,10,9,2,0,0
S00103173,73,17,20,8,15,8,1,3,1
S00103174,45,6,18,6,10,3,0,0,2
S00103175,38,19,19,0,0,0,0,0,0
S00103176,22,6,6,4,5,1,0,0,0
S00103177,41,6,11,8,9,5,1,0,1
S00103178,44,11,14,7,10,1,1,0,0
S00103179,83,50,26,4,2,1,0,0,0
S00103180,33,9,9,7,4,3,0,1,0
S00103181,61,17,25,8,7,3,1,0,0
S00103182,60,10,19,13,14,3,0,0,1
S00103183,73,33,29,6,3,1,1,0,0
S00103184,41,17,7,5,7,4,1,0,0
S00103185,35,7,17,4,5,0,2,0,0
S00103186,53,40,9,3,1,0,0,0,0
S00103187,35,9,15,5,5,1,0,0,0
S00103188,44,9,18,7,5,4,1,0,0
